comparison,u_family,double_family,route,allocation,ratio,metric,u_mean_gap,double_mean_gap,required_u_gap,criterion_applicable,criterion_passed,criterion
signed_symmetric_near_zero,u_signed,double_near_zero,pretrained,layer_balanced,0.0,accuracy,0.0,0.0,0.0,True,True,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,pretrained,layer_balanced,0.0,nll,0.0,0.0,0.0,True,True,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,pretrained,layer_balanced,0.0,ece,0.0,0.0,0.0,False,,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,pretrained,layer_balanced,0.001,accuracy,0.33562691131498473,0.33562691131498473,0.2685015290519878,True,True,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,pretrained,layer_balanced,0.001,nll,0.17116973824821846,0.17094727229634554,0.13675781783707644,True,True,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,pretrained,layer_balanced,0.001,ece,-0.09578088111104875,-0.09649048786923768,-0.07719239029539016,False,,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,pretrained,layer_balanced,0.005,accuracy,0.33868501529051986,0.33639143730886856,0.26911314984709483,True,True,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,pretrained,layer_balanced,0.005,nll,0.1740185988878985,0.17227201523766242,0.13781761219012995,True,True,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,pretrained,layer_balanced,0.005,ece,-0.09567947598017658,-0.09520987942569385,-0.07616790354055508,False,,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,pretrained,layer_balanced,0.01,accuracy,0.3363914373088685,0.33868501529051986,0.2709480122324159,True,True,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,pretrained,layer_balanced,0.01,nll,0.17600587329368708,0.1745587224169244,0.13964697793353953,True,True,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,pretrained,layer_balanced,0.01,ece,-0.09343541449502236,-0.0930803837181647,-0.07446430697453175,False,,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,pretrained,layer_balanced,0.02,accuracy,0.33639143730886856,0.33486238532110085,0.2678899082568807,True,True,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,pretrained,layer_balanced,0.02,nll,0.1814464701607322,0.17840757419209963,0.1427260593536797,True,True,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,pretrained,layer_balanced,0.02,ece,-0.09087680044100148,-0.09249282915653405,-0.07399426332522724,False,,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,pretrained,layer_balanced,0.05,accuracy,0.3398318042813456,0.3398318042813456,0.27186544342507646,True,True,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,pretrained,layer_balanced,0.05,nll,0.18921511768383356,0.18604250074526588,0.1488340005962127,True,True,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,pretrained,layer_balanced,0.05,ece,-0.08523207331515169,-0.08923270403718682,-0.07138616322974946,False,,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,pretrained,layer_balanced,0.1,accuracy,0.3413608562691131,0.33906727828746175,0.2712538226299694,True,True,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,pretrained,layer_balanced,0.1,nll,0.19621748812154893,0.19434117104299933,0.15547293683439947,True,True,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,pretrained,layer_balanced,0.1,ece,-0.08301757362372938,-0.0908490515353431,-0.07267924122827449,False,,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,pretrained,layer_balanced,0.2,accuracy,0.3344801223241591,0.3337155963302752,0.26697247706422017,True,True,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,pretrained,layer_balanced,0.2,nll,0.20757211320990818,0.20049271434089824,0.16039417147271862,True,True,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,pretrained,layer_balanced,0.2,ece,-0.08312858817372848,-0.08708838670524521,-0.06967070936419617,False,,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,pretrained,layer_balanced,0.3,accuracy,0.3298929663608563,0.33295107033639143,0.26636085626911316,True,True,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,pretrained,layer_balanced,0.3,nll,0.21477598216190982,0.20261050542013362,0.1620884043361069,True,True,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,pretrained,layer_balanced,0.3,ece,-0.08072483324601279,-0.08686484364892233,-0.06949187491913787,False,,u_gap>=0 and u_gap>=0.8*double_gap
