checkpoint,double_formula_seconds,microbatch_count,microbatch_size,peak_memory_bytes_for_checkpoint_m,raw_formula_seconds,repetition,seed,shared_gradient_seconds,total_sample_budget,u_formula_seconds
step-000000,0.00033841654658317566,4,1,1696646656,0.00017312541604042053,89,41323,0.20095893926918507,4,0.0002572285011410713
step-000000,0.0003378549590706825,4,1,1696646656,0.00017211493104696274,90,41324,0.20001531019806862,4,0.0002617510035634041
step-000000,0.0003361692652106285,4,1,1696646656,0.0001713056117296219,91,41325,0.19852268509566784,4,0.0002576978877186775
step-000000,0.00033843982964754105,4,1,1696646656,0.0001682257279753685,92,41326,0.2004622844979167,4,0.0002584857866168022
step-000000,0.000337439589202404,4,1,1696646656,0.00016763340681791306,93,41327,0.19868557062000036,4,0.0002584783360362053
step-000000,0.0003382191061973572,4,1,1696646656,0.0001708604395389557,94,41328,0.19879450555890799,4,0.0002585398033261299
step-000000,0.0003385460004210472,4,1,1696646656,0.00016873609274625778,95,41329,0.19916348066180944,4,0.00025925412774086
step-000000,0.0003359280526638031,4,1,1696646656,0.0001713009551167488,96,41330,0.20070297457277775,4,0.00025843922048807144
step-000000,0.0003364644944667816,4,1,1696646656,0.0001705605536699295,97,41331,0.19860662892460823,4,0.00025828462094068527
step-000000,0.0003381483256816864,4,1,1696646656,0.0001703556627035141,98,41332,0.19872835651040077,4,0.0002575656399130821
step-000000,0.000337773934006691,4,1,1696646656,0.00017023365944623947,99,41333,0.20030130818486214,4,0.00025765039026737213
step-000000,0.0003395499661564827,4,1,1696646656,0.00017003808170557022,100,41334,0.20047221798449755,4,0.00025826506316661835
step-000000,0.00033785682171583176,4,1,1696646656,0.00016942061483860016,101,41335,0.1990394676104188,4,0.0002597123384475708
step-000000,0.0003438098356127739,4,1,1696646656,0.00017204880714416504,102,41336,0.2006277609616518,4,0.00025887973606586456
step-000000,0.0003459937870502472,4,1,1696646656,0.0001703314483165741,103,41337,0.20041574258357286,4,0.0002587903290987015
step-000000,0.00033544376492500305,4,1,1696646656,0.00017158500850200653,104,41338,0.19893984030932188,4,0.00025851745158433914
step-000000,0.0003374023362994194,4,1,1696646656,0.00017084646970033646,105,41339,0.1989550795406103,4,0.00025965645909309387
step-000000,0.0003388393670320511,4,1,1696646656,0.00017144344747066498,106,41340,0.19995142612606287,4,0.0002591116353869438
step-000000,0.00033686496317386627,4,1,1696646656,0.0001708315685391426,107,41341,0.19707163702696562,4,0.00025771744549274445
step-000000,0.0003371750935912132,4,1,1696646656,0.00017085392028093338,108,41342,0.20091253239661455,4,0.00025884900242090225
step-000000,0.00033881887793540955,4,1,1696646656,0.00018023699522018433,109,41343,0.20036213099956512,4,0.00025825947523117065
step-000000,0.00033908337354660034,4,1,1696646656,0.00016581639647483826,110,41344,0.19896028842777014,4,0.00025984738022089005
step-000000,0.00034463685005903244,4,1,1696646656,0.0001701628789305687,111,41345,0.1991689968854189,4,0.00025693606585264206
step-000000,0.0003405436873435974,4,1,1696646656,0.00016872677952051163,112,41346,0.20051325391978025,4,0.00025799497961997986
step-000000,0.0003407830372452736,4,1,1696646656,0.00017328094691038132,113,41347,0.2008941601961851,4,0.00025843456387519836
step-000000,0.00033707357943058014,4,1,1696646656,0.0001695621758699417,114,41348,0.19904989190399647,4,0.00025605782866477966
step-000000,0.00033647380769252777,4,1,1696646656,0.00016965530812740326,115,41349,0.19863368291407824,4,0.0002581654116511345
step-000000,0.0003375820815563202,4,1,1696646656,0.00016873888671398163,116,41350,0.19711159821599722,4,0.00025635864585638046
step-000000,0.000338967889547348,4,1,1696646656,0.00017279479652643204,117,41351,0.19726679008454084,4,0.00025876518338918686
step-000000,0.0003361497074365616,4,1,1696646656,0.00017877202481031418,118,41352,0.19689157512038946,4,0.00025956984609365463
step-000000,0.0003376472741365433,4,1,1696646656,0.00017107464373111725,119,41353,0.19749806448817253,4,0.0002589616924524307
step-000000,0.00033869314938783646,4,1,1696646656,0.00017073098570108414,120,41354,0.19667005073279142,4,0.00025731511414051056
step-000000,0.0003457954153418541,4,1,1696646656,0.00017083901911973953,121,41355,0.1964030908420682,4,0.00025733280926942825
step-000000,0.0003366610035300255,4,1,1696646656,0.00017164647579193115,122,41356,0.19703619182109833,4,0.00025884807109832764
step-000000,0.00033756159245967865,4,1,1696646656,0.00017149560153484344,123,41357,0.19895652402192354,4,0.00026039592921733856
step-000000,0.0003477102145552635,4,1,1696646656,0.00017388537526130676,124,41358,0.19887838140130043,4,0.00025844667106866837
step-000000,0.00033885519951581955,4,1,1696646656,0.0001712767407298088,125,41359,0.19869028683751822,4,0.0002591032534837723
step-000000,0.0003375168889760971,4,1,1696646656,0.00016817264258861542,126,41360,0.20037622470408678,4,0.00025708507746458054
