absolute_bias,checkpoint,dominance_fraction,estimator,formula_seconds,group_count,mean_estimate_mse,microbatch_count,microbatch_size,reference_sample_count,relative_l1_bias,repetition_mse,repetition_variance,repetitions,scope,spearman,topk_overlap
3.631524557266654e-07,step-000002,0.7697839877851582,u_statistic,0.0518299350515008,9,3.2961218682553483e-13,16,1,4096,0.00650888122295716,,,200,module,1.0,1.0
4.05558579093625e-12,step-000002,0.011546840830192527,double,0.06767078395932913,14067712,8.146609477327745e-20,16,1,4096,0.11361924868191697,7.576444318670423e-18,7.532641431052417e-18,200,parameter,0.5158114449505949,0.827902460384483
3.5686875526530446e-07,step-000002,0.7722916020510506,double,0.06767078395932913,9,4.053465268787428e-13,16,1,4096,0.0063962567334385585,,,200,layer,1.0,1.0
3.11583668719074e-07,step-000002,0.7722916020510542,double,0.06767078395932913,9,3.9761557093041244e-13,16,1,4096,0.005584599687333931,,,200,module,1.0,1.0
1.1502574982187296e-11,step-000002,0.009443543459761498,raw,0.03436141833662987,14067712,1.0361664157909576e-19,32,1,4096,0.3222503467450576,4.158795119604006e-18,4.075556259321524e-18,200,parameter,0.6913572350196302,0.7919023125282562
1.759498655891823e-05,step-000002,0.6536831437520645,raw,0.03436141833662987,9,4.499914236916279e-10,32,1,4096,0.31535977748619465,,,200,layer,0.7833333333333333,1.0
1.7594986558918368e-05,step-000002,0.6536831437520636,raw,0.03436141833662987,9,7.463855938085736e-10,32,1,4096,0.3153597774861974,,,200,module,1.0,1.0
2.7936188483798796e-12,step-000002,0.011999504764125058,u_statistic,0.05187155678868294,14067712,7.4170412524139e-20,32,1,4096,0.07826461848395243,3.768335961174894e-18,3.712729194623885e-18,200,parameter,0.6085068079471375,0.8959973613350279
3.2024287016306157e-07,step-000002,0.7746518102763198,u_statistic,0.05187155678868294,9,2.547447771685874e-13,32,1,4096,0.005739800933520722,,,200,layer,1.0,1.0
2.5499681288969373e-07,step-000002,0.7746518102763177,u_statistic,0.05187155678868294,9,2.467751926086707e-13,32,1,4096,0.004570377925740616,,,200,module,1.0,1.0
2.9900598235729056e-12,step-000002,0.011897604186198264,double,0.06778583955019712,14067712,7.503660860609999e-20,32,1,4096,0.08376800989578154,3.8197542322594765e-18,3.7635353001541564e-18,200,parameter,0.590163130410639,0.8789327623808264
4.654825421036359e-07,step-000002,0.7706340966171852,double,0.06778583955019712,9,6.210986630946684e-13,32,1,4096,0.008342971471444876,,,200,layer,1.0,1.0
4.6548254210385573e-07,step-000002,0.7706340966171827,double,0.06778583955019712,9,6.493114195845139e-13,32,1,4096,0.008342971471448826,,,200,module,1.0,1.0
5.96769540894447e-11,step-000004,0.005585137398288205,raw,0.034108612686395645,14067712,2.9639943523355278e-18,4,1,4096,1.825603592764735,7.569489284199951e-17,7.309638039162213e-17,200,parameter,0.6832353936761408,0.6781397411947352
9.327655293190493e-05,step-000004,0.5852016197037199,raw,0.034108612686395645,9,1.7832214690195393e-08,4,1,4096,1.8255400366502936,,,200,layer,0.6166666666666666,1.0
9.327655293190517e-05,step-000004,0.5852016197037189,raw,0.034108612686395645,9,2.301691360270438e-08,4,1,4096,1.8255400366502983,,,200,module,0.9833333333333333,1.0
6.081671173686414e-12,step-000004,0.011883359128646997,u_statistic,0.05177138466387987,14067712,1.5283862342588212e-19,4,1,4096,0.1860470413428728,4.003616153112695e-17,4.0083741615780005e-17,200,parameter,0.4454741116757913,0.7135811631166955
1.6509385767393656e-06,step-000004,0.8861654618332105,u_statistic,0.05177138466387987,9,1.507380049484153e-11,4,1,4096,0.03231095463067103,,,200,layer,0.9833333333333333,1.0
1.6417241650996307e-06,step-000004,0.8861654618332108,u_statistic,0.05177138466387987,9,1.519705799869046e-11,4,1,4096,0.03213061694843708,,,200,module,1.0,1.0
7.132009119370599e-12,step-000004,0.011713149855638049,double,0.06762467790395021,14067712,1.840473109791106e-19,4,1,4096,0.218178385117292,4.216891156318456e-17,4.219584346955319e-17,200,parameter,0.4175784273623502,0.6613921801116315
1.4977988048344094e-06,step-000004,0.9088442339199574,double,0.06762467790395021,9,3.5361624665629524e-12,4,1,4096,0.029313815735325256,,,200,layer,0.9500000000000001,1.0
1.4977988048344068e-06,step-000004,0.9088442339199575,double,0.06762467790395021,9,5.686088322705316e-12,4,1,4096,0.029313815735325204,,,200,module,1.0,1.0
3.028777789610293e-11,step-000004,0.007427322460316312,raw,0.0341764222830534,14067712,1.0892248454115946e-18,8,1,4096,0.926546553651367,2.7671322666753345e-17,2.6715676202353493e-17,200,parameter,0.6761043664723797,0.6966374081940784
4.729351789830281e-05,step-000004,0.6679698760420514,raw,0.0341764222830534,9,4.719150102548873e-09,8,1,4096,0.9255939213407406,,,200,layer,0.6166666666666666,1.0
4.72935178983032e-05,step-000004,0.6679698760420487,raw,0.0341764222830534,9,5.998522741565788e-09,8,1,4096,0.9255939213407481,,,200,module,0.9833333333333333,1.0
4.284343542278575e-12,step-000004,0.012451010974127421,u_statistic,0.051778644323349,14067712,1.6511517014481479e-19,8,1,4096,0.13106421201891705,1.6763577838258872e-17,1.6681872028255323e-17,200,parameter,0.473486748527231,0.7637868823092868
1.340782301137688e-06,step-000004,0.9053825900102707,u_statistic,0.051778644323349,9,3.22823867117956e-12,8,1,4096,0.026240804298866292,,,200,layer,0.9833333333333333,1.0
1.3407823011376547e-06,step-000004,0.9053825900102701,u_statistic,0.051778644323349,9,4.579669037727083e-12,8,1,4096,0.02624080429886564,,,200,module,1.0,1.0
4.612159068702411e-12,step-000004,0.012292844373479841,double,0.06764609087258577,14067712,1.3982290044275105e-19,8,1,4096,0.1410925590070431,1.7647104913437847e-17,1.759525830451765e-17,200,parameter,0.4623001709608786,0.7484610157154109
1.2523735179841445e-06,step-000004,0.9015339036910022,double,0.06764609087258577,9,4.0847129010805745e-12,8,1,4096,0.024510532669337375,,,200,layer,0.9833333333333333,1.0
1.2523735179842023e-06,step-000004,0.9015339036910032,double,0.06764609087258577,9,4.767127646986049e-12,8,1,4096,0.024510532669338506,,,200,module,1.0,1.0
1.499670615942283e-11,step-000004,0.009182335064212574,raw,0.03427645284682512,14067712,2.1403570028427647e-19,16,1,4096,0.4587707442850508,1.0046238511957488e-17,9.881610866003238e-18,200,parameter,0.7035900221879018,0.7226288268461414
2.3405791808585076e-05,step-000004,0.7408140929113496,raw,0.03427645284682512,9,1.1152433846382645e-09,16,1,4096,0.4580809291619792,,,200,layer,0.6666666666666667,1.0
2.3405791808584693e-05,step-000004,0.7408140929113534,raw,0.03427645284682512,9,1.4427839161755163e-09,16,1,4096,0.4580809291619717,,,200,module,0.9833333333333333,1.0
2.3849587459851287e-12,step-000004,0.012575642704525504,u_statistic,0.05186949670314789,14067712,4.394880003402081e-20,16,1,4096,0.0729593076875255,8.121511904595307e-18,8.118153873930954e-18,200,parameter,0.556392453838475,0.8394423545535453
1.5728794292811748e-07,step-000004,0.8904439527041778,u_statistic,0.05186949670314789,9,7.282276496442183e-14,16,1,4096,0.0030783238452997247,,,200,layer,1.0,1.0
1.3202105287598055e-07,step-000004,0.8904439527041794,u_statistic,0.05186949670314789,9,7.219084517610194e-14,16,1,4096,0.0025838188711987805,,,200,module,1.0,1.0
2.7395142667835826e-12,step-000004,0.012505511270035356,double,0.06765394005924463,14067712,4.367532813930253e-20,16,1,4096,0.08380566944442883,8.238822428664262e-18,8.236328744246159e-18,200,parameter,0.5352867544747058,0.8133969115108916
1.7148297551174294e-07,step-000004,0.8884581353917927,double,0.06765394005924463,9,4.3103657846875294e-14,16,1,4096,0.003356138574601327,,,200,layer,1.0,1.0
9.98819227703231e-08,step-000004,0.8884581353917924,double,0.06765394005924463,9,1.90850314058599e-14,16,1,4096,0.001954815473165595,,,200,module,1.0,1.0
7.245571424303866e-12,step-000004,0.010346639236702142,raw,0.03426840528845787,14067712,3.682302862160497e-20,32,1,4096,0.22165241885530892,3.885721070046622e-18,3.868239237613051e-18,200,parameter,0.7489671431655642,0.7568916640365319
1.0947598971751962e-05,step-000004,0.8018856170561508,raw,0.03426840528845787,9,2.2830643417173875e-10,32,1,4096,0.2142583489627316,,,200,layer,0.7666666666666667,1.0
1.0947598971752102e-05,step-000004,0.801885617056149,raw,0.03426840528845787,9,3.0651420129764016e-10,32,1,4096,0.21425834896273435,,,200,module,0.9833333333333333,1.0
1.657084590295568e-12,step-000004,0.012297858942081684,u_statistic,0.05185340903699398,14067712,1.527064488347194e-20,32,1,4096,0.050692593610332126,3.579276250982737e-18,3.581915182009308e-18,200,parameter,0.6186205177179105,0.8886457791312309
5.561911184672221e-07,step-000004,0.8900549596599594,u_statistic,0.05185340903699398,9,1.9812522046772915e-12,32,1,4096,0.010885363179452613,,,200,layer,1.0,1.0
5.56191118467234e-07,step-000004,0.8900549596599595,u_statistic,0.05185340903699398,9,1.9913817134294716e-12,32,1,4096,0.010885363179452845,,,200,module,1.0,1.0
1.841299079323535e-12,step-000004,0.012247759748262244,double,0.06773251667618752,14067712,1.649648798081593e-20,32,1,4096,0.056327978963691835,3.642515787236947e-18,3.644240501764978e-18,200,parameter,0.5911914631597285,0.8676885806655237
7.066078320758554e-07,step-000004,0.8913968819341254,double,0.06773251667618752,9,2.6091196497106147e-12,32,1,4096,0.013829208382162691,,,200,layer,1.0,1.0
7.066078320758881e-07,step-000004,0.891396881934126,double,0.06773251667618752,9,2.6592866588588117e-12,32,1,4096,0.013829208382163331,,,200,module,1.0,1.0
3.7940078675364517e-11,step-000008,0.005796584810703766,raw,0.034031170420348644,14067712,1.2650956752807335e-18,4,1,4096,1.3578023835090138,5.65512439907456e-17,5.556396815624608e-17,200,parameter,0.7032452303064108,0.618617658014234
5.9301079247304486e-05,step-000008,0.7238480751588289,raw,0.034031170420348644,9,1.1031849629585048e-08,4,1,4096,1.3577505196640174,,,200,layer,0.13333333333333333,1.0
5.930107924730432e-05,step-000008,0.72384807515883,raw,0.034031170420348644,9,1.2137466930441978e-08,4,1,4096,1.3577505196640138,,,200,module,0.8833333333333333,1.0
3.853723579814013e-12,step-000008,0.010810114854515778,u_statistic,0.05180362891405821,14067712,8.984395613626429e-20,4,1,4096,0.13791734874429815,1.9220809331026237e-17,1.9227100879286396e-17,200,parameter,0.44713066087069825,0.6862490865612907
1.8911094274172876e-07,step-000008,0.938595478236947,u_statistic,0.05180362891405821,9,6.64909382631795e-14,4,1,4096,0.0043298618514334315,,,200,layer,0.9833333333333333,1.0
9.22467596390694e-08,step-000008,0.9385954782369474,u_statistic,0.05180362891405821,9,2.852784819165986e-14,4,1,4096,0.0021120709340709224,,,200,module,1.0,1.0
4.025636327232243e-12,step-000008,0.010809533940033285,double,0.06757399998605251,14067712,5.58957455082087e-20,4,1,4096,0.1440697750530929,2.1091199429979455e-17,2.1141008728111803e-17,200,parameter,0.4269497960270504,0.6467629438174771
4.353536447645784e-07,step-000008,0.9476029723334389,double,0.06757399998605251,9,2.886978505778163e-13,4,1,4096,0.009967805728318152,,,200,layer,1.0,1.0
4.3535364476459703e-07,step-000008,0.9476029723334394,double,0.06757399998605251,9,5.730743616403431e-13,4,1,4096,0.009967805728318579,,,200,module,0.9833333333333333,1.0
1.9152455852423737e-11,step-000008,0.007586772221220487,raw,0.03419926296919584,14067712,4.614105924846303e-19,8,1,4096,0.6854295276767046,1.3663801214107024e-17,1.3268734293087823e-17,200,parameter,0.7032652139358907,0.6410079245250829
2.9935895917673942e-05,step-000008,0.7899955538135741,raw,0.03419926296919584,9,2.8722670473536668e-09,8,1,4096,0.6854087439003441,,,200,layer,0.25,1.0
2.9935895917673834e-05,step-000008,0.7899955538135753,raw,0.03419926296919584,9,3.1434650552917314e-09,8,1,4096,0.6854087439003417,,,200,module,0.8833333333333333,1.0
2.3978636611322097e-12,step-000008,0.011318846038928757,u_statistic,0.05180168617516756,14067712,5.609001118081533e-20,8,1,4096,0.0858149246941087,9.98125601468311e-18,9.97504120955002e-18,200,parameter,0.49252836749969553,0.763245216708891
5.295080956665621e-07,step-000008,0.9397898814492267,u_statistic,0.05180168617516756,9,1.8597608349530748e-12,8,1,4096,0.01212355493665418,,,200,layer,1.0,1.0
5.238366127974527e-07,step-000008,0.9397898814492269,u_statistic,0.05180168617516756,9,1.864261569834087e-12,8,1,4096,0.011993701333472937,,,200,module,1.0,1.0
2.7835794689061037e-12,step-000008,0.011371464577367593,double,0.06787725538015366,14067712,7.300990891419044e-20,8,1,4096,0.09961895097549242,1.0335746670479763e-17,1.031430830308096e-17,200,parameter,0.47711098051761974,0.7431893725493541
6.393516496731961e-07,step-000008,0.9392019790548302,double,0.06787725538015366,9,2.9741109142539224e-12,8,1,4096,0.014638520000144636,,,200,layer,1.0,1.0
6.132167466205012e-07,step-000008,0.9392019790548303,double,0.06787725538015366,9,2.9713230306166606e-12,8,1,4096,0.014040138340796031,,,200,module,1.0,1.0
1.0100122180376363e-11,step-000008,0.008442666329766018,raw,0.034238776192069054,14067712,1.2161015660353994e-19,16,1,4096,0.3614639307311749,6.491705822401565e-18,6.402106196781921e-18,200,parameter,0.7391176810201582,0.6679859991526701
1.578146572598482e-05,step-000008,0.8411697290751424,raw,0.034238776192069054,9,7.950712070849691e-10,16,1,4096,0.36133057884422465,,,200,layer,0.35,1.0
1.5781465725984694e-05,step-000008,0.8411697290751443,raw,0.034238776192069054,9,8.705689404545525e-10,16,1,4096,0.36133057884422176,,,200,module,0.9166666666666666,1.0
1.5632399447891306e-12,step-000008,0.010666156007999646,u_statistic,0.05184965766966343,14067712,1.3720519194005434e-20,16,1,4096,0.05594534848472577,5.493038229032902e-18,5.5068519696873224e-18,200,parameter,0.5716249357229056,0.8141319275618224
5.897835038368587e-07,step-000008,0.936410432379577,u_statistic,0.05184965766966343,9,1.9236322943090015e-12,16,1,4096,0.013503613576479034,,,200,layer,1.0,1.0
5.897835038368316e-07,step-000008,0.9364104323795776,u_statistic,0.05184965766966343,9,1.9470249352436685e-12,16,1,4096,0.013503613576478415,,,200,module,1.0,1.0
1.6981620755404271e-12,step-000008,0.010661600924114447,double,0.0677323555573821,14067712,1.3241058644505489e-20,16,1,4096,0.060773951827638194,5.7009544583251916e-18,5.716294874050942e-18,200,parameter,0.5429021721544905,0.7908886443574368
4.4255836492178467e-07,step-000008,0.9377881770050455,double,0.0677323555573821,9,1.1896734011557402e-12,16,1,4096,0.010132764151700056,,,200,layer,1.0,1.0
4.23477628337906e-07,step-000008,0.9377881770050447,double,0.0677323555573821,9,1.1899576961167192e-12,16,1,4096,0.009695893856232185,,,200,module,1.0,1.0
5.093213547964018e-12,step-000008,0.00971879143721015,raw,0.03424032125622034,14067712,4.711201230548095e-20,32,1,4096,0.18227630876359807,2.64244930008232e-18,2.6083791836952976e-18,200,parameter,0.7834561206176426,0.708504292095663
7.580285904399875e-06,step-000008,0.8846839900911365,raw,0.03424032125622034,9,1.8499787336775655e-10,32,1,4096,0.1735573324556076,,,200,layer,0.5499999999999999,1.0
7.5802859043998815e-06,step-000008,0.8846839900911364,raw,0.03424032125622034,9,2.0223231255292782e-10,32,1,4096,0.17355733245560773,,,200,module,0.9833333333333333,1.0
1.4039514494587742e-12,step-000008,0.011001439612889933,u_statistic,0.05182158201932907,14067712,1.7394920510752868e-20,32,1,4096,0.05024471985725906,2.3827854573822413e-18,2.377276921478901e-18,200,parameter,0.6335060691093432,0.8744231474609958
1.23633580034985e-07,step-000008,0.9392332984451829,u_statistic,0.05182158201932907,9,5.5731161244510775e-14,32,1,4096,0.002830699873781032,,,200,layer,1.0,1.0
1.1461649655022879e-07,step-000008,0.9392332984451827,u_statistic,0.05182158201932907,9,5.469657514448421e-14,32,1,4096,0.002624245793304274,,,200,module,1.0,1.0
1.5125198490890405e-12,step-000008,0.010990298335361125,double,0.06771702133119106,14067712,2.0032122436921194e-20,32,1,4096,0.05413017389263656,2.39232309242602e-18,2.384212030139801e-18,200,parameter,0.612371351949854,0.8524636543803829
1.677402966762712e-07,step-000008,0.9384996894788736,double,0.06771702133119106,9,1.4551347479751515e-13,32,1,4096,0.003840562058424189,,,200,layer,1.0,1.0
1.4222125852761078e-07,step-000008,0.9384996894788736,double,0.06771702133119106,9,1.429847562304182e-13,32,1,4096,0.003256281169316349,,,200,module,1.0,1.0
3.082232035439607e-11,step-000012,0.005284469113280773,raw,0.03400213085114956,14067712,1.8866282582720726e-18,4,1,4096,1.4141926313732178,2.96312841574693e-17,2.788407628060028e-17,200,parameter,0.6963667509028786,0.5843022181277421
4.817529406294874e-05,step-000012,0.7711828694431676,raw,0.03400213085114956,9,8.932050905506047e-09,4,1,4096,1.4141212714777711,,,200,layer,0.16666666666666669,1.0
4.817529406294833e-05,step-000012,0.7711828694431714,raw,0.03400213085114956,9,9.385971264618117e-09,4,1,4096,1.4141212714777596,,,200,module,0.8333333333333333,1.0
3.846549058992692e-12,step-000012,0.009088402321629115,u_statistic,0.05164146423339844,14067712,1.9748812954423058e-19,4,1,4096,0.17648772944075894,1.5363411803236002e-17,1.5242134345418875e-17,200,parameter,0.4342022729560108,0.6453895869408831
2.6924397411963963e-06,step-000012,0.9536552882523144,u_statistic,0.05164146423339844,9,5.1858065076596366e-11,4,1,4096,0.0790329645984704,,,200,layer,0.8833333333333333,1.0
2.692439741196358e-06,step-000012,0.9536552882523152,u_statistic,0.05164146423339844,9,5.200634618859225e-11,4,1,4096,0.0790329645984693,,,200,module,0.9833333333333333,1.0
4.247565592242001e-12,step-000012,0.008986043520183598,double,0.06751178484410048,14067712,2.1307907101931845e-19,4,1,4096,0.1948872081256633,1.7491448049016076e-17,1.7365194952760542e-17,200,parameter,0.42080006197266523,0.6213330944886591
2.7976820695667967e-06,step-000012,0.9534270125927984,double,0.06751178484410048,9,5.593593860381627e-11,4,1,4096,0.08212221227413519,,,200,layer,0.8833333333333333,1.0
2.7976820695667955e-06,step-000012,0.9534270125927984,double,0.06751178484410048,9,5.6094440866986884e-11,4,1,4096,0.08212221227413517,,,200,module,0.9833333333333333,1.0
1.5147900495669322e-11,step-000012,0.006105086617296427,raw,0.03420914802700281,14067712,3.253243922549979e-19,8,1,4096,0.6950174099626126,9.684359089826191e-18,9.406065022684615e-18,200,parameter,0.6999170730286799,0.60347234662049
2.3672828460188655e-05,step-000012,0.8222888036142557,raw,0.03420914802700281,9,2.0843066271762394e-09,8,1,4096,0.6948841918402213,,,200,layer,0.16666666666666669,1.0
2.367282846018886e-05,step-000012,0.8222888036142528,raw,0.03420914802700281,9,2.200555024893547e-09,8,1,4096,0.6948841918402275,,,200,module,0.8333333333333333,1.0
2.2190727268144866e-12,step-000012,0.009008937882876548,u_statistic,0.051782925613224506,14067712,4.1046700060345017e-20,8,1,4096,0.10181570571777966,5.6137976356748295e-18,5.600754709160289e-18,200,parameter,0.46687139573004566,0.7128646290941247
2.6718428619761276e-07,step-000012,0.9614462884381252,u_statistic,0.051782925613224506,9,2.109417716313924e-13,8,1,4096,0.007842837077921147,,,200,layer,1.0,1.0
2.6718428619761297e-07,step-000012,0.9614462884381254,u_statistic,0.051782925613224506,9,2.3617872170114013e-13,8,1,4096,0.007842837077921156,,,200,module,1.0,1.0
2.5276868980238626e-12,step-000012,0.009108112925513796,double,0.06779496558010578,14067712,5.1544520965120654e-20,8,1,4096,0.11597557044708791,6.213302789885379e-18,6.1927218783118184e-18,200,parameter,0.454079815239098,0.6934485474547404
2.1503143217784168e-07,step-000012,0.9593483445753577,double,0.06779496558010578,9,1.7486630102041327e-13,8,1,4096,0.006311959858131549,,,200,layer,0.9333333333333332,1.0
1.928142146283304e-07,step-000012,0.9593483445753573,double,0.06779496558010578,9,1.7322538344479354e-13,8,1,4096,0.005659803176145122,,,200,module,1.0,1.0
7.534137484839847e-12,step-000012,0.006665274221582121,raw,0.03417050279676914,14067712,5.1403243101467885e-20,16,1,4096,0.3456820120063938,2.9377890451755432e-18,2.9008902533407892e-18,200,parameter,0.7348155934033689,0.6242319295521946
1.075256590296297e-05,step-000012,0.8690095912259105,raw,0.03417050279676914,9,3.838832242425378e-10,16,1,4096,0.3156271790781015,,,200,layer,0.41666666666666663,1.0
1.0752565902963028e-05,step-000012,0.8690095912259093,raw,0.03417050279676914,9,4.1277289860549597e-10,16,1,4096,0.31562717907810334,,,200,module,0.9,1.0
