absolute_bias,checkpoint,dominance_fraction,estimator,formula_seconds,group_count,mean_estimate_mse,microbatch_count,microbatch_size,reference_sample_count,relative_l1_bias,repetition_mse,repetition_variance,repetitions,scope,spearman,topk_overlap
0.0001990713411262436,step-000001,0.4145083967002033,raw,0.03407279960811138,9,1.0334288236607599e-07,4,1,4096,2.8044006447622114,,,200,module,0.9666666666666667,0.0
1.2671131805548e-11,step-000001,0.006926572055246868,u_statistic,0.051733735017478466,14067712,4.6716651020081484e-20,4,1,4096,0.2790150847656313,2.907060190190874e-17,2.916973392049105e-17,200,parameter,0.4297735060809606,0.7506163045610803
1.7560926041853726e-06,step-000001,0.539231318588976,u_statistic,0.051733735017478466,9,5.2313563547485e-12,4,1,4096,0.02473880571446244,,,200,layer,1.0,1.0
1.7560926041849942e-06,step-000001,0.5392313185889722,u_statistic,0.051733735017478466,9,1.0665842658539051e-11,4,1,4096,0.024738805714457072,,,200,module,1.0,1.0
1.4745286050541702e-11,step-000001,0.006775802398601263,double,0.06757913809269667,14067712,5.113016068646943e-20,4,1,4096,0.32468743127460864,3.4063444951360274e-17,3.4183230945400805e-17,200,parameter,0.4247402180440198,0.7398825111674102
1.4240084186622121e-06,step-000001,0.5349196310792795,double,0.06757913809269667,9,3.2437358250796893e-12,4,1,4096,0.020060597898472032,,,200,layer,1.0,1.0
1.2686217785337523e-06,step-000001,0.5349196310792784,double,0.06757913809269667,9,3.970573307821771e-12,4,1,4096,0.017871601776286137,,,200,module,1.0,1.0
6.553356755410495e-11,step-000001,0.003546161240439779,raw,0.03418269380927086,14067712,6.589313292768247e-19,8,1,4096,1.4430324131027408,2.2920684967206893e-17,2.237362174666337e-17,200,parameter,0.5974197246406777,0.7716730216410335
0.00010242112896924845,step-000001,0.31857449194026005,raw,0.03418269380927086,9,1.4183338328754266e-08,8,1,4096,1.4428489731049934,,,200,layer,0.7333333333333334,1.0
0.00010242112896924899,step-000001,0.38615832106349807,raw,0.03418269380927086,9,2.7457255345674504e-08,8,1,4096,1.4428489731049987,,,200,module,0.9833333333333333,0.0
7.350114557588111e-12,step-000001,0.007497907470606827,u_statistic,0.05174125079065561,14067712,5.3274420057213007e-20,8,1,4096,0.16184764453516437,1.498394988104596e-17,1.5005703980893226e-17,200,parameter,0.4709095193122008,0.8188590617385049
8.114333211086205e-07,step-000001,0.5294169655095396,u_statistic,0.05174125079065561,9,1.0611182830821213e-12,8,1,4096,0.011430998133756837,,,200,layer,0.9833333333333333,1.0
8.114333211082838e-07,step-000001,0.5294169655095363,u_statistic,0.05174125079065561,9,1.6846019564793096e-12,8,1,4096,0.011430998133752075,,,200,module,1.0,1.0
8.686602769824126e-12,step-000001,0.007357594162832904,double,0.06766577064990997,14067712,6.824280716973379e-20,8,1,4096,0.1912767734833792,1.6444308811190637e-17,1.6458357792985828e-17,200,parameter,0.45404547457754113,0.7980099120539789
8.513234368439735e-07,step-000001,0.5282213909162194,double,0.06766577064990997,9,1.4142527715241276e-12,8,1,4096,0.011992946758079014,,,200,layer,1.0,1.0
8.51323436843859e-07,step-000001,0.5282213909162178,double,0.06766577064990997,9,1.7233189550854638e-12,8,1,4096,0.011992946758077383,,,200,module,1.0,1.0
3.178816169987152e-11,step-000001,0.004700091452994099,raw,0.034230638295412064,14067712,1.297460332769806e-19,16,1,4096,0.6999671984589276,6.9039754639493656e-18,6.80827078459538e-18,200,parameter,0.5933894613735845,0.7963095654448624
4.9503508453334e-05,step-000001,0.38103520192018386,raw,0.034230638295412064,9,3.297692383568409e-09,16,1,4096,0.6973764794023383,,,200,layer,0.7999999999999999,1.0
4.9503508453333456e-05,step-000001,0.38103520192018514,raw,0.034230638295412064,9,6.408990157092353e-09,16,1,4096,0.6973764794023295,,,200,module,1.0,1.0
4.531737436432215e-12,step-000001,0.007506371277038781,u_statistic,0.05174550320953131,14067712,3.5309283007376347e-20,16,1,4096,0.09978770044899204,5.58997168332816e-18,5.58257527670431e-18,200,parameter,0.5304405467550102,0.8737009266604681
9.526318663076708e-07,step-000001,0.5289160073377454,u_statistic,0.05174550320953131,9,1.6506486940919601e-12,16,1,4096,0.013420120671212338,,,200,layer,1.0,1.0
9.526318663078059e-07,step-000001,0.5289160073377455,u_statistic,0.05174550320953131,9,2.5493825565088787e-12,16,1,4096,0.013420120671214222,,,200,module,1.0,1.0
5.18305214157648e-12,step-000001,0.007433626367387559,double,0.0676746629178524,14067712,3.7588421354331126e-20,16,1,4096,0.11412948383927773,5.95752471430605e-18,5.949684716534364e-18,200,parameter,0.5119174099588677,0.8537730350049617
8.173491061065768e-07,step-000001,0.5284919905546992,double,0.0676746629178524,9,1.2303594876447723e-12,16,1,4096,0.011514336253491624,,,200,layer,1.0,1.0
8.012838957022831e-07,step-000001,0.5284919905546983,double,0.0676746629178524,9,1.9079491985997938e-12,16,1,4096,0.01128801896361375,,,200,module,1.0,1.0
1.7140234640546566e-11,step-000001,0.00627867259162282,raw,0.03405418433248997,14067712,2.174567696163431e-19,32,1,4096,0.37742358729478015,3.887920782794159e-18,3.688908555957598e-18,200,parameter,0.622495560289425,0.8211949057843062
2.6268154917685224e-05,step-000001,0.43474138460996353,raw,0.03405418433248997,9,9.322394240330876e-10,32,1,4096,0.3700504059052564,,,200,layer,0.9,1.0
2.6268154917686054e-05,step-000001,0.4347413846099594,raw,0.03405418433248997,9,1.7702693210847252e-09,32,1,4096,0.3700504059052675,,,200,module,1.0,1.0
4.059094884642813e-12,step-000001,0.00827993015698084,u_statistic,0.05158062372356653,14067712,1.1869697164843805e-19,32,1,4096,0.08938023222317627,3.403189522262011e-18,3.300997538305104e-18,200,parameter,0.589911987408519,0.9103991265109058
7.974816273162225e-07,step-000001,0.529941354553197,u_statistic,0.05158062372356653,9,1.4642826116529761e-12,32,1,4096,0.011234454830006683,,,200,layer,1.0,1.0
5.882137469670433e-07,step-000001,0.5299413545532009,u_statistic,0.05158062372356653,9,1.2964920816993752e-12,32,1,4096,0.008286411303203439,,,200,module,1.0,1.0
4.309050484159273e-12,step-000001,0.008241501627569288,double,0.06736246310174465,14067712,1.187122353977306e-19,32,1,4096,0.09488419065853823,3.4007624850204284e-18,3.2985429644449366e-18,200,parameter,0.5715466334258672,0.8970152945893151
7.041663004696407e-07,step-000001,0.52822132889021,double,0.06736246310174465,9,1.2593793326170786e-12,32,1,4096,0.00991988307249391,,,200,layer,1.0,1.0
3.980732951510816e-07,step-000001,0.528221328890207,double,0.06736246310174465,9,1.055916357793988e-12,32,1,4096,0.005607823804614645,,,200,module,1.0,1.0
9.02136857441236e-11,step-000002,0.004344792869559182,raw,0.034064821898937225,14067712,2.458589919632413e-18,4,1,4096,2.5273811783198963,5.664348343020589e-17,5.445717940761152e-17,200,parameter,0.6620729635425524,0.7198892215653994
0.00014100695469748326,step-000002,0.4158893323238454,raw,0.034064821898937225,9,2.8795955596378336e-08,4,1,4096,2.5273063840372845,,,200,layer,0.4666666666666666,1.0
0.00014100695469748234,step-000002,0.41588933232384734,raw,0.034064821898937225,9,4.794175239440514e-08,4,1,4096,2.5273063840372703,,,200,module,1.0,1.0
8.834440518583808e-12,step-000002,0.011253454245776342,u_statistic,0.05170605890452862,14067712,7.512026167789688e-20,4,1,4096,0.2475012355773281,3.012082485362989e-17,3.019668803211257e-17,200,parameter,0.43071981938994697,0.7155231977889808
1.3352323335554357e-06,step-000002,0.7761029748831241,u_statistic,0.05170605890452862,9,1.1613266590581086e-11,4,1,4096,0.02393173590627075,,,200,layer,1.0,1.0
1.2385169516972905e-06,step-000002,0.7761029748831216,u_statistic,0.05170605890452862,9,1.1566000758426773e-11,4,1,4096,0.02219827954924857,,,200,module,1.0,1.0
1.013302417847655e-11,step-000002,0.01085424770890544,double,0.06761105731129646,14067712,7.698863540017522e-20,4,1,4096,0.28388170128400125,3.2577126114090616e-17,3.266345475245274e-17,200,parameter,0.4231243294266167,0.6996912079569397
1.4807225040109464e-06,step-000002,0.7717691118471848,double,0.06761105731129646,9,1.0223850701275554e-11,4,1,4096,0.02653939619789073,,,200,layer,1.0,1.0
1.4216679809271792e-06,step-000002,0.7717691118471839,double,0.06761105731129646,9,1.0155987361865529e-11,4,1,4096,0.025480945758222157,,,200,module,1.0,1.0
4.3994074869898405e-11,step-000002,0.0058980528108396775,raw,0.03420879505574703,14067712,5.4849100470283355e-19,8,1,4096,1.2325158413231145,1.911151757125886e-17,1.8656308107091545e-17,200,parameter,0.6333351649444029,0.7395086055167432
6.876438901509408e-05,step-000002,0.4966153748917313,raw,0.03420879505574703,9,6.820971979209728e-09,8,1,4096,1.232483034082378,,,200,layer,0.5166666666666667,1.0
6.876438901509475e-05,step-000002,0.49661537489172886,raw,0.03420879505574703,9,1.1439145742080364e-08,8,1,4096,1.2324830340823911,,,200,module,1.0,1.0
5.1575582723392725e-12,step-000002,0.011402311452141533,u_statistic,0.051798936910927296,14067712,6.168493560826127e-20,8,1,4096,0.14449155464693392,1.4181379130754586e-17,1.4190647432307858e-17,200,parameter,0.4772666281462277,0.7912852971199313
8.839873541746543e-07,step-000002,0.7718544975210706,u_statistic,0.051798936910927296,9,2.3279937547322443e-12,8,1,4096,0.01584394818260483,,,200,layer,1.0,1.0
7.201412574004538e-07,step-000002,0.7718544975210718,u_statistic,0.051798936910927296,9,2.1956928023610335e-12,8,1,4096,0.012907289581152058,,,200,module,1.0,1.0
5.9730717948710456e-12,step-000002,0.01120633549866928,double,0.06773160304874182,14067712,5.437461600540552e-20,8,1,4096,0.16733857071230315,1.4994996166277756e-17,1.501570005052499e-17,200,parameter,0.468788706793367,0.7743131083075295
2.043024643600769e-06,step-000002,0.7614718582237485,double,0.06773160304874182,9,1.0017779867552098e-11,8,1,4096,0.03661769191168752,,,200,layer,1.0,1.0
2.0430246436007847e-06,step-000002,0.7614718582237491,double,0.06773160304874182,9,1.1622755538551838e-11,8,1,4096,0.03661769191168783,,,200,module,1.0,1.0
2.2285673661685836e-11,step-000002,0.007703811070104204,raw,0.03426427114754915,14067712,1.932448963541797e-19,16,1,4096,0.6243442078010112,8.579835779107804e-18,8.428734555531298e-18,200,parameter,0.6489809057197296,0.7644906210814546
3.480735974070184e-05,step-000002,0.5800217416487289,raw,0.03426427114754915,9,1.7424609129852706e-09,16,1,4096,0.6238618703090693,,,200,layer,0.7166666666666667,1.0
3.480735974070175e-05,step-000002,0.5800217416487299,raw,0.03426427114754915,9,2.9290809325429598e-09,16,1,4096,0.6238618703090684,,,200,module,1.0,1.0
3.596194990068357e-12,step-000002,0.01160105261337331,u_statistic,0.0518299350515008,14067712,7.8327608357014e-20,16,1,4096,0.10074918740429707,7.426200603952491e-18,7.384796980497945e-18,200,parameter,0.5399746823390205,0.8519305189469225
3.6315245572659093e-07,step-000002,0.7697839877851586,u_statistic,0.0518299350515008,9,2.1742604441715595e-13,16,1,4096,0.006508881222955818,,,200,layer,1.0,1.0
