intervention,score,model_state,allocation,requested_ratio,requested_count,eligible_count,eligible_tensor_count,pruned_count,actual_ratio,seed,accuracy,nll,ece,examples,baseline_accuracy,baseline_nll,baseline_ece,accuracy_drop,nll_change,ece_change,provenance_id,artifact_path
pretrain_only,u_positive,finetuned,layer_balanced,0.2,24713618,123568128,49,14178401,0.11474156992974759,1234,0.838302752293578,0.5609914438986997,0.1092308837054039,872.0,0.8279816513761468,0.5121670800064682,0.10538461393936016,-0.010321100917431214,0.04882436389223155,0.0038462697660437417,a65d3536046adfedc65ec805ce944efbf7a25222e8d70b26a101eb94f9543794,/home/sophgo13/cjl/storage/parameter-importance/runs/stage-b-sst2-reuse-intervention-seed1234
pretrain_high,u_positive,unfinetuned,global,0.001,123568,123568128,49,123568,0.000999998964134182,1337,0.5091743119266054,0.9900080014806275,0.3238437873119281,872.0,0.4908256880733945,1.1130387739304008,0.37439142467262804,-0.018348623853210955,-0.12303077244977334,-0.05054763736069995,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491,/home/sophgo13/cjl/storage/parameter-importance/runs/stage-b-sst2-reuse-intervention-seed1337
pretrain_high,u_positive,finetuned,global,0.001,123568,123568128,49,123568,0.000999998964134182,1337,0.5596330275229358,1.7867476535499642,0.3814651341700446,872.0,0.8222477064220184,0.5489154832625608,0.11043930744265523,0.26261467889908263,1.2378321702874033,0.27102582672738934,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491,/home/sophgo13/cjl/storage/parameter-importance/runs/stage-b-sst2-reuse-intervention-seed1337
finetune_high,u_positive,finetuned,global,0.001,123568,123568128,49,123568,0.000999998964134182,1337,0.4908256880733945,0.6931471824645996,0.009174317121505737,872.0,0.8222477064220184,0.5489154832625608,0.11043930744265523,0.3314220183486239,0.14423169920203882,-0.1012649903211495,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491,/home/sophgo13/cjl/storage/parameter-importance/runs/stage-b-sst2-reuse-intervention-seed1337
topk_intersection,u_positive,finetuned,global,0.001,123568,123568128,49,2165,1.752069918870989e-05,1337,0.5561926605504587,1.7917242072044162,0.38325593953363457,872.0,0.8222477064220184,0.5489154832625608,0.11043930744265523,0.2660550458715597,1.2428087239418555,0.27281663209097934,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491,/home/sophgo13/cjl/storage/parameter-importance/runs/stage-b-sst2-reuse-intervention-seed1337
pretrain_only,u_positive,finetuned,global,0.001,123568,123568128,49,121403,0.000982478264945472,1337,0.823394495412844,0.5501669336349593,0.10942817219921686,872.0,0.8222477064220184,0.5489154832625608,0.11043930744265523,-0.0011467889908256534,0.0012514503723984882,-0.001011135243438377,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491,/home/sophgo13/cjl/storage/parameter-importance/runs/stage-b-sst2-reuse-intervention-seed1337
pretrain_high,u_positive,unfinetuned,global,0.005,617840,123568128,49,617840,0.0049999948206709095,1337,0.5091743119266054,1.4344321697130116,0.4344420813159455,872.0,0.4908256880733945,1.1130387739304008,0.37439142467262804,-0.018348623853210955,0.3213933957826107,0.06005065664331749,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491,/home/sophgo13/cjl/storage/parameter-importance/runs/stage-b-sst2-reuse-intervention-seed1337
pretrain_high,u_positive,finetuned,global,0.005,617840,123568128,49,617840,0.0049999948206709095,1337,0.5091743119266054,2.1391777773515894,0.4732705665815805,872.0,0.8222477064220184,0.5489154832625608,0.11043930744265523,0.31307339449541294,1.5902622940890287,0.3628312591389253,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491,/home/sophgo13/cjl/storage/parameter-importance/runs/stage-b-sst2-reuse-intervention-seed1337
finetune_high,u_positive,finetuned,global,0.005,617840,123568128,49,617840,0.0049999948206709095,1337,0.4908256880733945,0.6931471824645996,0.009174317121505737,872.0,0.8222477064220184,0.5489154832625608,0.11043930744265523,0.3314220183486239,0.14423169920203882,-0.1012649903211495,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491,/home/sophgo13/cjl/storage/parameter-importance/runs/stage-b-sst2-reuse-intervention-seed1337
topk_intersection,u_positive,finetuned,global,0.005,617840,123568128,49,67569,0.0005468157614235283,1337,0.5091743119266054,2.2029400528024095,0.4766257417258318,872.0,0.8222477064220184,0.5489154832625608,0.11043930744265523,0.31307339449541294,1.6540245695398488,0.36618643428317654,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491,/home/sophgo13/cjl/storage/parameter-importance/runs/stage-b-sst2-reuse-intervention-seed1337
pretrain_only,u_positive,finetuned,global,0.005,617840,123568128,49,550271,0.004453179059247381,1337,0.8188073394495413,0.5855011453322314,0.11825468836584507,872.0,0.8222477064220184,0.5489154832625608,0.11043930744265523,0.0034403669724770714,0.03658566206967062,0.00781538092318984,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491,/home/sophgo13/cjl/storage/parameter-importance/runs/stage-b-sst2-reuse-intervention-seed1337
pretrain_high,u_positive,unfinetuned,global,0.01,1235681,123568128,49,1235681,0.009999997734043522,1337,0.5091743119266054,0.7313437368891654,0.14439341714839482,872.0,0.4908256880733945,1.1130387739304008,0.37439142467262804,-0.018348623853210955,-0.3816950370412354,-0.22999800752423322,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491,/home/sophgo13/cjl/storage/parameter-importance/runs/stage-b-sst2-reuse-intervention-seed1337
pretrain_high,u_positive,finetuned,global,0.01,1235681,123568128,49,1235681,0.009999997734043522,1337,0.5091743119266054,1.849577969367351,0.46940865767457524,872.0,0.8222477064220184,0.5489154832625608,0.11043930744265523,0.31307339449541294,1.3006624861047902,0.35896935023192,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491,/home/sophgo13/cjl/storage/parameter-importance/runs/stage-b-sst2-reuse-intervention-seed1337
finetune_high,u_positive,finetuned,global,0.01,1235681,123568128,49,1235681,0.009999997734043522,1337,0.4908256880733945,0.6931471824645996,0.009174317121505737,872.0,0.8222477064220184,0.5489154832625608,0.11043930744265523,0.3314220183486239,0.14423169920203882,-0.1012649903211495,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491,/home/sophgo13/cjl/storage/parameter-importance/runs/stage-b-sst2-reuse-intervention-seed1337
topk_intersection,u_positive,finetuned,global,0.01,1235681,123568128,49,181248,0.0014667859984089102,1337,0.5091743119266054,1.9222663651912584,0.4734511717234684,872.0,0.8222477064220184,0.5489154832625608,0.11043930744265523,0.31307339449541294,1.3733508819286975,0.36301186428081317,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491,/home/sophgo13/cjl/storage/parameter-importance/runs/stage-b-sst2-reuse-intervention-seed1337
pretrain_only,u_positive,finetuned,global,0.01,1235681,123568128,49,1054433,0.008533211735634613,1337,0.8222477064220184,0.5943603015274083,0.11894810894052155,872.0,0.8222477064220184,0.5489154832625608,0.11043930744265523,0.0,0.045444818264847475,0.008508801497866314,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491,/home/sophgo13/cjl/storage/parameter-importance/runs/stage-b-sst2-reuse-intervention-seed1337
pretrain_high,u_positive,unfinetuned,global,0.05,6178406,123568128,49,6178406,0.049999996762919316,1337,0.5229357798165137,0.6915167832593305,0.01017296314239502,872.0,0.4908256880733945,1.1130387739304008,0.37439142467262804,-0.03211009174311924,-0.4215219906710703,-0.364218461530233,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491,/home/sophgo13/cjl/storage/parameter-importance/runs/stage-b-sst2-reuse-intervention-seed1337
pretrain_high,u_positive,finetuned,global,0.05,6178406,123568128,49,6178406,0.049999996762919316,1337,0.5091743119266054,0.6785594148373385,0.2371244160037822,872.0,0.8222477064220184,0.5489154832625608,0.11043930744265523,0.31307339449541294,0.12964393157477772,0.12668510856112697,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491,/home/sophgo13/cjl/storage/parameter-importance/runs/stage-b-sst2-reuse-intervention-seed1337
finetune_high,u_positive,finetuned,global,0.05,6178406,123568128,49,6178406,0.049999996762919316,1337,0.4908256880733945,0.6931471824645996,0.009174317121505737,872.0,0.8222477064220184,0.5489154832625608,0.11043930744265523,0.3314220183486239,0.14423169920203882,-0.1012649903211495,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491,/home/sophgo13/cjl/storage/parameter-importance/runs/stage-b-sst2-reuse-intervention-seed1337
topk_intersection,u_positive,finetuned,global,0.05,6178406,123568128,49,1908341,0.015443634462116315,1337,0.5091743119266054,0.6764703901535875,0.2905018259325267,872.0,0.8222477064220184,0.5489154832625608,0.11043930744265523,0.31307339449541294,0.12755490689102666,0.18006251848987148,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491,/home/sophgo13/cjl/storage/parameter-importance/runs/stage-b-sst2-reuse-intervention-seed1337
pretrain_only,u_positive,finetuned,global,0.05,6178406,123568128,49,4270065,0.034556362300803,1337,0.8188073394495413,0.6125785342050255,0.12707898626855685,872.0,0.8222477064220184,0.5489154832625608,0.11043930744265523,0.0034403669724770714,0.06366305094246472,0.016639678825901616,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491,/home/sophgo13/cjl/storage/parameter-importance/runs/stage-b-sst2-reuse-intervention-seed1337
pretrain_high,u_positive,unfinetuned,global,0.1,12356812,123568128,49,12356812,0.09999999352583863,1337,0.4873853211009174,0.6932384989677219,0.018465101718902588,872.0,0.4908256880733945,1.1130387739304008,0.37439142467262804,0.0034403669724770714,-0.4198002749626789,-0.35592632295372545,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491,/home/sophgo13/cjl/storage/parameter-importance/runs/stage-b-sst2-reuse-intervention-seed1337
pretrain_high,u_positive,finetuned,global,0.1,12356812,123568128,49,12356812,0.09999999352583863,1337,0.6731651376146789,0.691131502116492,0.17118138074874878,872.0,0.8222477064220184,0.5489154832625608,0.11043930744265523,0.1490825688073395,0.1422160188539312,0.06074207330609355,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491,/home/sophgo13/cjl/storage/parameter-importance/runs/stage-b-sst2-reuse-intervention-seed1337
finetune_high,u_positive,finetuned,global,0.1,12356812,123568128,49,12356812,0.09999999352583863,1337,0.4908256880733945,0.6931471824645996,0.009174317121505737,872.0,0.8222477064220184,0.5489154832625608,0.11043930744265523,0.3314220183486239,0.14423169920203882,-0.1012649903211495,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491,/home/sophgo13/cjl/storage/parameter-importance/runs/stage-b-sst2-reuse-intervention-seed1337
topk_intersection,u_positive,finetuned,global,0.1,12356812,123568128,49,5246815,0.04246090868998193,1337,0.7201834862385321,0.6909702119477298,0.21835851669311523,872.0,0.8222477064220184,0.5489154832625608,0.11043930744265523,0.10206422018348627,0.142054728685169,0.10791920925046,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491,/home/sophgo13/cjl/storage/parameter-importance/runs/stage-b-sst2-reuse-intervention-seed1337
pretrain_only,u_positive,finetuned,global,0.1,12356812,123568128,49,7109997,0.0575390848358567,1337,0.8211009174311926,0.575920139157444,0.1147564662827012,872.0,0.8222477064220184,0.5489154832625608,0.11043930744265523,0.0011467889908257645,0.02700465589488321,0.004317158840045965,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491,/home/sophgo13/cjl/storage/parameter-importance/runs/stage-b-sst2-reuse-intervention-seed1337
pretrain_high,u_positive,unfinetuned,global,0.2,24713625,123568128,49,24713625,0.19999999514437897,1337,0.4908256880733945,0.6931471824645996,0.009174317121505737,872.0,0.4908256880733945,1.1130387739304008,0.37439142467262804,0.0,-0.41989159146580124,-0.3652171075511223,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491,/home/sophgo13/cjl/storage/parameter-importance/runs/stage-b-sst2-reuse-intervention-seed1337
pretrain_high,u_positive,finetuned,global,0.2,24713625,123568128,49,24713625,0.19999999514437897,1337,0.4908256880733945,0.6931471824645996,0.009174317121505737,872.0,0.8222477064220184,0.5489154832625608,0.11043930744265523,0.3314220183486239,0.14423169920203882,-0.1012649903211495,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491,/home/sophgo13/cjl/storage/parameter-importance/runs/stage-b-sst2-reuse-intervention-seed1337
finetune_high,u_positive,finetuned,global,0.2,24713625,123568128,49,24713625,0.19999999514437897,1337,0.4908256880733945,0.6931471824645996,0.009174317121505737,872.0,0.8222477064220184,0.5489154832625608,0.11043930744265523,0.3314220183486239,0.14423169920203882,-0.1012649903211495,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491,/home/sophgo13/cjl/storage/parameter-importance/runs/stage-b-sst2-reuse-intervention-seed1337
topk_intersection,u_positive,finetuned,global,0.2,24713625,123568128,49,13349841,0.1080362810060536,1337,0.4908256880733945,0.6931471824645996,0.009174317121505737,872.0,0.8222477064220184,0.5489154832625608,0.11043930744265523,0.3314220183486239,0.14423169920203882,-0.1012649903211495,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491,/home/sophgo13/cjl/storage/parameter-importance/runs/stage-b-sst2-reuse-intervention-seed1337
pretrain_only,u_positive,finetuned,global,0.2,24713625,123568128,49,11363784,0.09196371413832538,1337,0.8222477064220184,0.5644889134879506,0.1170040303037585,872.0,0.8222477064220184,0.5489154832625608,0.11043930744265523,0.0,0.015573430225389817,0.006564722861103267,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491,/home/sophgo13/cjl/storage/parameter-importance/runs/stage-b-sst2-reuse-intervention-seed1337
pretrain_high,u_positive,unfinetuned,layer_balanced,0.001,123557,123568128,49,123557,0.0009999099444154402,1337,0.4908256880733945,1.057143713356158,0.35519246420291845,872.0,0.4908256880733945,1.1130387739304008,0.37439142467262804,0.0,-0.05589506057424276,-0.01919896046970959,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491,/home/sophgo13/cjl/storage/parameter-importance/runs/stage-b-sst2-reuse-intervention-seed1337
pretrain_high,u_positive,finetuned,layer_balanced,0.001,123557,123568128,49,123557,0.0009999099444154402,1337,0.8211009174311926,0.5519513818648977,0.11105499659025109,872.0,0.8222477064220184,0.5489154832625608,0.11043930744265523,0.0011467889908257645,0.003035898602336884,0.0006156891475958548,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491,/home/sophgo13/cjl/storage/parameter-importance/runs/stage-b-sst2-reuse-intervention-seed1337
finetune_high,u_positive,finetuned,layer_balanced,0.001,123557,123568128,49,123557,0.0009999099444154402,1337,0.4908256880733945,0.6931471824645996,0.009174317121505737,872.0,0.8222477064220184,0.5489154832625608,0.11043930744265523,0.3314220183486239,0.14423169920203882,-0.1012649903211495,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491,/home/sophgo13/cjl/storage/parameter-importance/runs/stage-b-sst2-reuse-intervention-seed1337
topk_intersection,u_positive,finetuned,layer_balanced,0.001,123557,123568128,49,8379,6.780874757607399e-05,1337,0.8211009174311926,0.5492184380872533,0.11049752790096123,872.0,0.8222477064220184,0.5489154832625608,0.11043930744265523,0.0011467889908257645,0.0003029548246925584,5.8220458306001976e-05,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491,/home/sophgo13/cjl/storage/parameter-importance/runs/stage-b-sst2-reuse-intervention-seed1337
pretrain_only,u_positive,finetuned,layer_balanced,0.001,123557,123568128,49,115178,0.0009321011968393662,1337,0.823394495412844,0.5522271309970715,0.110736383728264,872.0,0.8222477064220184,0.5489154832625608,0.11043930744265523,-0.0011467889908256534,0.0033116477345107587,0.0002970762856087661,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491,/home/sophgo13/cjl/storage/parameter-importance/runs/stage-b-sst2-reuse-intervention-seed1337
pretrain_high,u_positive,unfinetuned,layer_balanced,0.005,617835,123568128,49,617835,0.004999954357162391,1337,0.5091743119266054,1.139290345918148,0.37912892792987307,872.0,0.4908256880733945,1.1130387739304008,0.37439142467262804,-0.018348623853210955,0.02625157198774719,0.004737503257245035,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491,/home/sophgo13/cjl/storage/parameter-importance/runs/stage-b-sst2-reuse-intervention-seed1337
pretrain_high,u_positive,finetuned,layer_balanced,0.005,617835,123568128,49,617835,0.004999954357162391,1337,0.5091743119266054,2.1994820362931,0.48086708784103394,872.0,0.8222477064220184,0.5489154832625608,0.11043930744265523,0.31307339449541294,1.6505665530305391,0.3704277803983787,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491,/home/sophgo13/cjl/storage/parameter-importance/runs/stage-b-sst2-reuse-intervention-seed1337
finetune_high,u_positive,finetuned,layer_balanced,0.005,617835,123568128,49,617835,0.004999954357162391,1337,0.4908256880733945,0.6931471824645996,0.009174317121505737,872.0,0.8222477064220184,0.5489154832625608,0.11043930744265523,0.3314220183486239,0.14423169920203882,-0.1012649903211495,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491,/home/sophgo13/cjl/storage/parameter-importance/runs/stage-b-sst2-reuse-intervention-seed1337
topk_intersection,u_positive,finetuned,layer_balanced,0.005,617835,123568128,49,76662,0.0006204026980161098,1337,0.5091743119266054,2.210783531906408,0.48127102851867676,872.0,0.8222477064220184,0.5489154832625608,0.11043930744265523,0.31307339449541294,1.6618680486438473,0.3708317210760215,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491,/home/sophgo13/cjl/storage/parameter-importance/runs/stage-b-sst2-reuse-intervention-seed1337
pretrain_only,u_positive,finetuned,layer_balanced,0.005,617835,123568128,49,541173,0.004379551659146281,1337,0.8222477064220184,0.5680536928526853,0.11490642912165466,872.0,0.8222477064220184,0.5489154832625608,0.11043930744265523,0.0,0.019138209590124466,0.004467121678999431,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491,/home/sophgo13/cjl/storage/parameter-importance/runs/stage-b-sst2-reuse-intervention-seed1337
pretrain_high,u_positive,unfinetuned,layer_balanced,0.01,1235670,123568128,49,1235670,0.009999908714324782,1337,0.4908256880733945,0.6933401943346776,0.030495554208755493,872.0,0.4908256880733945,1.1130387739304008,0.37439142467262804,0.0,-0.4196985795957232,-0.34389587046387254,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491,/home/sophgo13/cjl/storage/parameter-importance/runs/stage-b-sst2-reuse-intervention-seed1337
pretrain_high,u_positive,finetuned,layer_balanced,0.01,1235670,123568128,49,1235670,0.009999908714324782,1337,0.6938073394495413,0.6743673315835655,0.17821389436721802,872.0,0.8222477064220184,0.5489154832625608,0.11043930744265523,0.12844036697247707,0.12545184832100476,0.06777458692456279,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491,/home/sophgo13/cjl/storage/parameter-importance/runs/stage-b-sst2-reuse-intervention-seed1337
finetune_high,u_positive,finetuned,layer_balanced,0.01,1235670,123568128,49,1235670,0.009999908714324782,1337,0.4908256880733945,0.6931471824645996,0.009174317121505737,872.0,0.8222477064220184,0.5489154832625608,0.11043930744265523,0.3314220183486239,0.14423169920203882,-0.1012649903211495,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491,/home/sophgo13/cjl/storage/parameter-importance/runs/stage-b-sst2-reuse-intervention-seed1337
topk_intersection,u_positive,finetuned,layer_balanced,0.01,1235670,123568128,49,186458,0.0015089489742856669,1337,0.6880733944954128,0.6756805083073607,0.17350423336029053,872.0,0.8222477064220184,0.5489154832625608,0.11043930744265523,0.13417431192660556,0.12676502504479992,0.0630649259176353,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491,/home/sophgo13/cjl/storage/parameter-importance/runs/stage-b-sst2-reuse-intervention-seed1337
pretrain_only,u_positive,finetuned,layer_balanced,0.01,1235670,123568128,49,1049212,0.008490959740039114,1337,0.8222477064220184,0.5803742993862258,0.11644492617789381,872.0,0.8222477064220184,0.5489154832625608,0.11043930744265523,0.0,0.03145881612366497,0.006005618735238583,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491,/home/sophgo13/cjl/storage/parameter-importance/runs/stage-b-sst2-reuse-intervention-seed1337
pretrain_high,u_positive,unfinetuned,layer_balanced,0.05,6178401,123568128,49,6178401,0.0499999562994108,1337,0.4908256880733945,0.6931471824645996,0.009174317121505737,872.0,0.4908256880733945,1.1130387739304008,0.37439142467262804,0.0,-0.41989159146580124,-0.3652171075511223,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491,/home/sophgo13/cjl/storage/parameter-importance/runs/stage-b-sst2-reuse-intervention-seed1337
pretrain_high,u_positive,finetuned,layer_balanced,0.05,6178401,123568128,49,6178401,0.0499999562994108,1337,0.4908256880733945,0.6931471824645996,0.009174317121505737,872.0,0.8222477064220184,0.5489154832625608,0.11043930744265523,0.3314220183486239,0.14423169920203882,-0.1012649903211495,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491,/home/sophgo13/cjl/storage/parameter-importance/runs/stage-b-sst2-reuse-intervention-seed1337
finetune_high,u_positive,finetuned,layer_balanced,0.05,6178401,123568128,49,6178401,0.0499999562994108,1337,0.4908256880733945,0.6931471824645996,0.009174317121505737,872.0,0.8222477064220184,0.5489154832625608,0.11043930744265523,0.3314220183486239,0.14423169920203882,-0.1012649903211495,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491,/home/sophgo13/cjl/storage/parameter-importance/runs/stage-b-sst2-reuse-intervention-seed1337
topk_intersection,u_positive,finetuned,layer_balanced,0.05,6178401,123568128,49,1438131,0.011638365193976234,1337,0.4908256880733945,0.6931471824645996,0.009174317121505737,872.0,0.8222477064220184,0.5489154832625608,0.11043930744265523,0.3314220183486239,0.14423169920203882,-0.1012649903211495,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491,/home/sophgo13/cjl/storage/parameter-importance/runs/stage-b-sst2-reuse-intervention-seed1337
pretrain_only,u_positive,finetuned,layer_balanced,0.05,6178401,123568128,49,4740270,0.038361591105434564,1337,0.8279816513761468,0.5898563358761849,0.12373241314987071,872.0,0.8222477064220184,0.5489154832625608,0.11043930744265523,-0.005733944954128378,0.040940852613624124,0.01329310570721548,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491,/home/sophgo13/cjl/storage/parameter-importance/runs/stage-b-sst2-reuse-intervention-seed1337
pretrain_high,u_positive,unfinetuned,layer_balanced,0.1,12356803,123568128,49,12356803,0.0999999206915233,1337,0.4908256880733945,0.6931471824645996,0.009174317121505737,872.0,0.4908256880733945,1.1130387739304008,0.37439142467262804,0.0,-0.41989159146580124,-0.3652171075511223,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491,/home/sophgo13/cjl/storage/parameter-importance/runs/stage-b-sst2-reuse-intervention-seed1337
pretrain_high,u_positive,finetuned,layer_balanced,0.1,12356803,123568128,49,12356803,0.0999999206915233,1337,0.4908256880733945,0.6931471824645996,0.009174317121505737,872.0,0.8222477064220184,0.5489154832625608,0.11043930744265523,0.3314220183486239,0.14423169920203882,-0.1012649903211495,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491,/home/sophgo13/cjl/storage/parameter-importance/runs/stage-b-sst2-reuse-intervention-seed1337
finetune_high,u_positive,finetuned,layer_balanced,0.1,12356803,123568128,49,12356803,0.0999999206915233,1337,0.4908256880733945,0.6931471824645996,0.009174317121505737,872.0,0.8222477064220184,0.5489154832625608,0.11043930744265523,0.3314220183486239,0.14423169920203882,-0.1012649903211495,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491,/home/sophgo13/cjl/storage/parameter-importance/runs/stage-b-sst2-reuse-intervention-seed1337
topk_intersection,u_positive,finetuned,layer_balanced,0.1,12356803,123568128,49,3880464,0.0314034376243039,1337,0.4908256880733945,0.6931471824645996,0.009174317121505737,872.0,0.8222477064220184,0.5489154832625608,0.11043930744265523,0.3314220183486239,0.14423169920203882,-0.1012649903211495,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491,/home/sophgo13/cjl/storage/parameter-importance/runs/stage-b-sst2-reuse-intervention-seed1337
pretrain_only,u_positive,finetuned,layer_balanced,0.1,12356803,123568128,49,8476339,0.06859648306721941,1337,0.8165137614678899,0.5837499488384352,0.12199434101527495,872.0,0.8222477064220184,0.5489154832625608,0.11043930744265523,0.005733944954128489,0.03483446557587444,0.011555033572619722,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491,/home/sophgo13/cjl/storage/parameter-importance/runs/stage-b-sst2-reuse-intervention-seed1337
pretrain_high,u_positive,unfinetuned,layer_balanced,0.2,24713618,123568128,49,24713618,0.19999993849546704,1337,0.4908256880733945,0.6931471824645996,0.009174317121505737,872.0,0.4908256880733945,1.1130387739304008,0.37439142467262804,0.0,-0.41989159146580124,-0.3652171075511223,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491,/home/sophgo13/cjl/storage/parameter-importance/runs/stage-b-sst2-reuse-intervention-seed1337
pretrain_high,u_positive,finetuned,layer_balanced,0.2,24713618,123568128,49,24713618,0.19999993849546704,1337,0.4908256880733945,0.6931471824645996,0.009174317121505737,872.0,0.8222477064220184,0.5489154832625608,0.11043930744265523,0.3314220183486239,0.14423169920203882,-0.1012649903211495,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491,/home/sophgo13/cjl/storage/parameter-importance/runs/stage-b-sst2-reuse-intervention-seed1337
finetune_high,u_positive,finetuned,layer_balanced,0.2,24713618,123568128,49,24713618,0.19999993849546704,1337,0.4908256880733945,0.6931471824645996,0.009174317121505737,872.0,0.8222477064220184,0.5489154832625608,0.11043930744265523,0.3314220183486239,0.14423169920203882,-0.1012649903211495,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491,/home/sophgo13/cjl/storage/parameter-importance/runs/stage-b-sst2-reuse-intervention-seed1337
