task,route,estimator,score_type,balance,fraction,metric,seed,comparison,left_mean,high_mean,gap,left_mask_n,high_mask_n,direction
sst2,direct,magnitude,positive,global,0.01,ece,1234,low_minus_high,0.11140547961524222,0.10287919483946462,-0.008526284775777604,1,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.01,ece,1234,random_minus_high,0.11103921869519144,0.10287919483946462,-0.008160023855726825,20,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.01,ece,1337,low_minus_high,0.12131549149545529,0.1116058815571988,-0.00970960993825648,1,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.01,ece,1337,random_minus_high,0.12101300584296651,0.1116058815571988,-0.009407124285767704,20,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.01,ece,2027,low_minus_high,0.1049323850902748,0.09711474618133287,-0.007817638908941937,1,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.01,ece,2027,random_minus_high,0.10814545458797238,0.09711474618133287,-0.011030708406639514,20,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.01,nll,1234,low_minus_high,0.5458959808590216,0.5028641305932211,-0.043031850265800475,1,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.01,nll,1234,random_minus_high,0.5406618999026784,0.5028641305932211,-0.03779776930945733,20,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.01,nll,1337,low_minus_high,0.559385204807334,0.5108532572011335,-0.0485319476062005,1,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.01,nll,1337,random_minus_high,0.552351582474118,0.5108532572011335,-0.04149832527298447,20,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.01,nll,2027,low_minus_high,0.5262989506398866,0.4873858106519104,-0.03891313998797624,1,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.01,nll,2027,random_minus_high,0.5216912326394418,0.4873858106519104,-0.03430542198753145,20,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.02,accuracy,1234,low_minus_high,0.819954128440367,0.8176605504587156,0.002293577981651418,1,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.02,accuracy,1234,random_minus_high,0.8186926605504586,0.8176605504587156,0.001032110091743088,20,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.02,accuracy,1337,low_minus_high,0.8073394495412844,0.8084862385321101,-0.0011467889908256534,1,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.02,accuracy,1337,random_minus_high,0.8067660550458717,0.8084862385321101,-0.0017201834862383691,20,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.02,accuracy,2027,low_minus_high,0.8165137614678899,0.8142201834862385,0.002293577981651418,1,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.02,accuracy,2027,random_minus_high,0.8193233944954128,0.8142201834862385,0.005103211009174324,20,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.02,ece,1234,low_minus_high,0.11328582193713782,0.09142817662172265,-0.021857645315415175,1,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.02,ece,1234,random_minus_high,0.10959582772097161,0.09142817662172265,-0.018167651099248963,20,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.02,ece,1337,low_minus_high,0.12127525302845199,0.0904246106511879,-0.030850642377264093,1,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.02,ece,1337,random_minus_high,0.11919144628620906,0.0904246106511879,-0.028766835635021165,20,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.02,ece,2027,low_minus_high,0.10564932572541341,0.08535845603406417,-0.020290869691349245,1,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.02,ece,2027,random_minus_high,0.10754322646397066,0.08535845603406417,-0.022184770429906492,20,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.02,nll,1234,low_minus_high,0.5462921647303695,0.4769613578778888,-0.06933080685248066,1,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.02,nll,1234,random_minus_high,0.5345888138705985,0.4769613578778888,-0.05762745599270974,20,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.02,nll,1337,low_minus_high,0.5601147344899834,0.49358234028203773,-0.06653239420794566,1,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.02,nll,1337,random_minus_high,0.5453182404604527,0.49358234028203773,-0.051735900178415006,20,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.02,nll,2027,low_minus_high,0.5261983412804954,0.4628837831796856,-0.06331455810080977,1,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.02,nll,2027,random_minus_high,0.5156756331204275,0.4628837831796856,-0.05279184994074193,20,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.05,accuracy,1234,low_minus_high,0.819954128440367,0.8153669724770642,0.004587155963302725,1,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.05,accuracy,1234,random_minus_high,0.817947247706422,0.8153669724770642,0.0025802752293577758,20,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.05,accuracy,1337,low_minus_high,0.8073394495412844,0.8084862385321101,-0.0011467889908256534,1,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.05,accuracy,1337,random_minus_high,0.8069954128440366,0.8084862385321101,-0.0014908256880734605,20,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.05,accuracy,2027,low_minus_high,0.8165137614678899,0.8107798165137615,0.005733944954128378,1,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.05,accuracy,2027,random_minus_high,0.8172591743119266,0.8107798165137615,0.0064793577981651085,20,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.05,ece,1234,low_minus_high,0.11195533621918236,0.04175936293842057,-0.07019597328076178,1,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.05,ece,1234,random_minus_high,0.10510827875237858,0.04175936293842057,-0.063348915813958,20,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.05,ece,1337,low_minus_high,0.12123813644001169,0.04538210100924034,-0.07585603543077135,1,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.05,ece,1337,random_minus_high,0.11324423936886588,0.04538210100924034,-0.06786213835962554,20,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.05,ece,2027,low_minus_high,0.10497308981778541,0.03520172471845062,-0.06977136509933479,1,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.05,ece,2027,random_minus_high,0.10094510063060488,0.03520172471845062,-0.06574337591215426,20,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.05,nll,1234,low_minus_high,0.5458903897792922,0.4138991980377687,-0.13199119174152346,1,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.05,nll,1234,random_minus_high,0.51630372341483,0.4138991980377687,-0.1024045253770613,20,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.05,nll,1337,low_minus_high,0.5595623016904253,0.4406645221447726,-0.11889777954565273,1,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.05,nll,1337,random_minus_high,0.5257514864616437,0.4406645221447726,-0.08508696431687113,20,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.05,nll,2027,low_minus_high,0.5262911775653515,0.4117056109489651,-0.11458556661638641,1,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.05,nll,2027,random_minus_high,0.4993263766921441,0.4117056109489651,-0.08762076574317901,20,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.1,accuracy,1234,low_minus_high,0.819954128440367,0.805045871559633,0.014908256880733939,1,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.1,accuracy,1234,random_minus_high,0.817717889908257,0.805045871559633,0.01267201834862397,20,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.1,accuracy,1337,low_minus_high,0.8073394495412844,0.7993119266055045,0.008027522935779907,1,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.1,accuracy,1337,random_minus_high,0.8075114678899082,0.7993119266055045,0.0081995412844037,20,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.1,accuracy,2027,low_minus_high,0.8165137614678899,0.7958715596330275,0.020642201834862428,1,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.1,accuracy,2027,random_minus_high,0.8158256880733944,0.7958715596330275,0.019954128440366925,20,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.1,ece,1234,low_minus_high,0.11111954246707301,0.08537983984697739,-0.025739702620095617,1,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.1,ece,1234,random_minus_high,0.09783948512786947,0.08537983984697739,-0.012459645280892079,20,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.1,ece,1337,low_minus_high,0.12242282866556042,0.10584125369224451,-0.016581574973315916,1,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.1,ece,1337,random_minus_high,0.10325008128283981,0.10584125369224451,0.0025911724094046934,20,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.1,ece,2027,low_minus_high,0.10475054398788597,0.10284107371139006,-0.001909470276495906,1,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.1,ece,2027,random_minus_high,0.09296826662838213,0.10284107371139006,0.009872807083007931,20,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.1,nll,1234,low_minus_high,0.5456316339860269,0.45878514565459083,-0.08684648833143604,1,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.1,nll,1234,random_minus_high,0.490733521233458,0.45878514565459083,-0.03194837557886715,20,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.1,nll,1337,low_minus_high,0.5594706866172475,0.4894422380202407,-0.0700284485970068,1,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.1,nll,1337,random_minus_high,0.49894131372828,0.4894422380202407,-0.009499075708039262,20,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.1,nll,2027,low_minus_high,0.5261788164530325,0.4841430734056945,-0.04203574304733804,1,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.1,nll,2027,random_minus_high,0.4748539868639696,0.4841430734056945,0.009289086541724889,20,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.2,accuracy,1234,low_minus_high,0.8222477064220184,0.6043577981651376,0.21788990825688082,1,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.2,accuracy,1234,random_minus_high,0.818922018348624,0.6043577981651376,0.21456422018348642,20,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.2,accuracy,1337,low_minus_high,0.8073394495412844,0.5114678899082569,0.2958715596330276,1,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.2,accuracy,1337,random_minus_high,0.8084288990825689,0.5114678899082569,0.296961009174312,20,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.2,accuracy,2027,low_minus_high,0.8176605504587156,0.4919724770642202,0.32568807339449535,1,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.2,accuracy,2027,random_minus_high,0.8126146788990827,0.4919724770642202,0.3206422018348625,20,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.2,ece,1234,low_minus_high,0.11374512183981533,0.11512425743843051,0.0013791355986151749,1,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.2,ece,1234,random_minus_high,0.07773202131305172,0.11512425743843051,0.037392236125378786,20,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.2,ece,1337,low_minus_high,0.11858890240963937,0.22851884114138646,0.10992993873174708,1,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.2,ece,1337,random_minus_high,0.07515020994007383,0.22851884114138646,0.1533686312013126,20,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.2,ece,2027,low_minus_high,0.1064337395845365,0.24686588273179755,0.14043214314726105,1,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.2,ece,2027,random_minus_high,0.06828426479887081,0.24686588273179755,0.17858161793292673,20,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.2,nll,1234,low_minus_high,0.5468295275344761,0.634672999382019,0.08784347184754293,1,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.2,nll,1234,random_minus_high,0.45111138358575487,0.634672999382019,0.18356161579626418,20,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.2,nll,1337,low_minus_high,0.5562176496610729,0.6559888540057961,0.0997712043447232,1,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.2,nll,1337,random_minus_high,0.4467644249080518,0.6559888540057961,0.2092244290977443,20,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.2,nll,2027,low_minus_high,0.5241245561099928,0.6873412077580023,0.16321665164800958,1,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.2,nll,2027,random_minus_high,0.4341679604706961,0.6873412077580023,0.2531732472873062,20,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.3,accuracy,1234,low_minus_high,0.8222477064220184,0.5091743119266054,0.31307339449541294,1,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.3,accuracy,1234,random_minus_high,0.8163417431192661,0.5091743119266054,0.30716743119266066,20,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.3,accuracy,1337,low_minus_high,0.8073394495412844,0.5091743119266054,0.298165137614679,1,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.3,accuracy,1337,random_minus_high,0.8080848623853211,0.5091743119266054,0.2989105504587156,20,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.3,accuracy,2027,low_minus_high,0.8176605504587156,0.713302752293578,0.10435779816513757,1,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.3,accuracy,2027,random_minus_high,0.7944954128440367,0.713302752293578,0.0811926605504587,20,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.3,ece,1234,low_minus_high,0.11817767485515374,0.059682797666943704,-0.05849487718821003,1,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.3,ece,1234,random_minus_high,0.04645816612309006,0.059682797666943704,0.013224631543853643,20,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.3,ece,1337,low_minus_high,0.11741027876075871,0.04888761043548584,-0.06852266832527287,1,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.3,ece,1337,random_minus_high,0.03515227613918879,0.04888761043548584,0.013735334296297051,20,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.3,ece,2027,low_minus_high,0.10801387207903179,0.19496177234848622,0.08694790026945443,1,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.3,ece,2027,random_minus_high,0.04851886118676883,0.19496177234848622,0.14644291116171737,20,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.3,nll,1234,low_minus_high,0.5393046091455932,0.6842159098441448,0.14491130069855163,1,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.3,nll,1234,random_minus_high,0.4235696489521123,0.6842159098441448,0.2606462608920325,20,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.3,nll,1337,low_minus_high,0.5494810402940172,0.6816044635728958,0.1321234232788786,1,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.3,nll,1337,random_minus_high,0.4236395499985153,0.6816044635728958,0.25796491357438056,20,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.3,nll,2027,low_minus_high,0.5205336854271932,0.6725093738748393,0.15197568844764608,1,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,global,0.3,nll,2027,random_minus_high,0.4387210009841744,0.6725093738748393,0.23378837289066495,20,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,layer_balanced,0.0,accuracy,1234,low_minus_high,0.819954128440367,0.819954128440367,0.0,1,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,layer_balanced,0.0,accuracy,1234,random_minus_high,0.8199541284403671,0.819954128440367,1.1102230246251565e-16,20,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,layer_balanced,0.0,accuracy,1337,low_minus_high,0.8073394495412844,0.8073394495412844,0.0,1,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,layer_balanced,0.0,accuracy,1337,random_minus_high,0.8073394495412846,0.8073394495412844,1.1102230246251565e-16,20,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,layer_balanced,0.0,accuracy,2027,low_minus_high,0.8165137614678899,0.8165137614678899,0.0,1,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,layer_balanced,0.0,accuracy,2027,random_minus_high,0.8165137614678899,0.8165137614678899,0.0,20,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,layer_balanced,0.0,ece,1234,low_minus_high,0.11188451638995184,0.11188451638995184,-0.0,1,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,layer_balanced,0.0,ece,1234,random_minus_high,0.11188451638995185,0.11188451638995184,-1.3877787807814457e-17,20,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,layer_balanced,0.0,ece,1337,low_minus_high,0.1212729958458999,0.1212729958458999,-0.0,1,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,layer_balanced,0.0,ece,1337,random_minus_high,0.12127299584589987,0.1212729958458999,2.7755575615628914e-17,20,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,layer_balanced,0.0,ece,2027,low_minus_high,0.10554803269136448,0.10554803269136448,-0.0,1,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,layer_balanced,0.0,ece,2027,random_minus_high,0.10554803269136448,0.10554803269136448,-0.0,20,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,layer_balanced,0.0,nll,1234,low_minus_high,0.5458835959434509,0.5458835959434509,-0.0,1,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,layer_balanced,0.0,nll,1234,random_minus_high,0.5458835959434509,0.5458835959434509,-0.0,20,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,layer_balanced,0.0,nll,1337,low_minus_high,0.5593566448863493,0.5593566448863493,-0.0,1,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,layer_balanced,0.0,nll,1337,random_minus_high,0.5593566448863494,0.5593566448863493,-1.1102230246251565e-16,20,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,layer_balanced,0.0,nll,2027,low_minus_high,0.5261339113936512,0.5261339113936512,-0.0,1,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,layer_balanced,0.0,nll,2027,random_minus_high,0.5261339113936513,0.5261339113936512,-1.1102230246251565e-16,20,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,layer_balanced,0.001,accuracy,1234,low_minus_high,0.819954128440367,0.8211009174311926,-0.0011467889908256534,1,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,layer_balanced,0.001,accuracy,1234,random_minus_high,0.8202408256880733,0.8211009174311926,-0.0008600917431192956,20,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,layer_balanced,0.001,accuracy,1337,low_minus_high,0.8073394495412844,0.8073394495412844,0.0,1,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,layer_balanced,0.001,accuracy,1337,random_minus_high,0.8076834862385323,0.8073394495412844,0.00034403669724780706,20,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,layer_balanced,0.001,accuracy,2027,low_minus_high,0.8165137614678899,0.819954128440367,-0.0034403669724770714,1,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,layer_balanced,0.001,accuracy,2027,random_minus_high,0.8173165137614677,0.819954128440367,-0.002637614678899225,20,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,layer_balanced,0.001,ece,1234,low_minus_high,0.11186692983028929,0.10787799981711754,-0.003988930013171743,1,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,layer_balanced,0.001,ece,1234,random_minus_high,0.11203546753443017,0.10787799981711754,-0.004157467717312624,20,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,layer_balanced,0.001,ece,1337,low_minus_high,0.12126151778076566,0.12063523130141318,-0.000626286479352478,1,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,layer_balanced,0.001,ece,1337,random_minus_high,0.12084225808322697,0.12063523130141318,-0.0002070267818137933,20,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,layer_balanced,0.001,ece,2027,low_minus_high,0.10562083039951631,0.10372625133724078,-0.0018945790622755254,1,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,layer_balanced,0.001,ece,2027,random_minus_high,0.10676120248552005,0.10372625133724078,-0.003034951148279272,20,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,layer_balanced,0.001,nll,1234,low_minus_high,0.5462853227733472,0.5396589854168236,-0.006626337356523626,1,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,layer_balanced,0.001,nll,1234,random_minus_high,0.5452771927033542,0.5396589854168236,-0.005618207286530619,20,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,layer_balanced,0.001,nll,1337,low_minus_high,0.5593160699813737,0.5529626870374067,-0.006353382943967034,1,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,layer_balanced,0.001,nll,1337,random_minus_high,0.5587948092626868,0.5529626870374067,-0.0058321222252800675,20,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,layer_balanced,0.001,nll,2027,low_minus_high,0.5263672099884497,0.5200644539447006,-0.00630275604374908,1,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,layer_balanced,0.001,nll,2027,random_minus_high,0.5260980826042114,0.5200644539447006,-0.006033628659510848,20,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,layer_balanced,0.005,accuracy,1234,low_minus_high,0.819954128440367,0.8176605504587156,0.002293577981651418,1,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,layer_balanced,0.005,accuracy,1234,random_minus_high,0.8202408256880733,0.8176605504587156,0.0025802752293577758,20,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,layer_balanced,0.005,accuracy,1337,low_minus_high,0.8073394495412844,0.8038990825688074,0.0034403669724770714,1,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,layer_balanced,0.005,accuracy,1337,random_minus_high,0.8075114678899084,0.8038990825688074,0.003612385321100975,20,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,layer_balanced,0.005,accuracy,2027,low_minus_high,0.8165137614678899,0.819954128440367,-0.0034403669724770714,1,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,layer_balanced,0.005,accuracy,2027,random_minus_high,0.8192660550458715,0.819954128440367,-0.0006880733944955031,20,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,layer_balanced,0.005,ece,1234,low_minus_high,0.11190774498647876,0.10550253656004127,-0.006405208426437492,1,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,layer_balanced,0.005,ece,1234,random_minus_high,0.11304623230374464,0.10550253656004127,-0.007543695743703366,20,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,layer_balanced,0.005,ece,1337,low_minus_high,0.12127243645981223,0.12047483922113944,-0.000797597238672787,1,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,layer_balanced,0.005,ece,1337,random_minus_high,0.12139745629719174,0.12047483922113944,-0.0009226170760523039,20,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,layer_balanced,0.005,ece,2027,low_minus_high,0.10562914309314264,0.09579291275138102,-0.00983623034176162,1,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,layer_balanced,0.005,ece,2027,random_minus_high,0.10791941383763767,0.09579291275138102,-0.012126501086256652,20,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,layer_balanced,0.005,nll,1234,low_minus_high,0.5459395983350386,0.5219880115548405,-0.023951586780198042,1,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,layer_balanced,0.005,nll,1234,random_minus_high,0.5423616740203231,0.5219880115548405,-0.020373662465482556,20,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,layer_balanced,0.005,nll,1337,low_minus_high,0.5595979551109699,0.5350508812917482,-0.02454707381922172,1,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,layer_balanced,0.005,nll,1337,random_minus_high,0.5555467525343283,0.5350508812917482,-0.02049587124258012,20,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,layer_balanced,0.005,nll,2027,low_minus_high,0.5262176488107497,0.5032690837979317,-0.022948565012818056,1,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,layer_balanced,0.005,nll,2027,random_minus_high,0.5248251784046035,0.5032690837979317,-0.02155609460667185,20,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,layer_balanced,0.01,accuracy,1234,low_minus_high,0.819954128440367,0.8165137614678899,0.0034403669724770714,1,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,layer_balanced,0.01,accuracy,1234,random_minus_high,0.8200114678899084,0.8165137614678899,0.0034977064220185206,20,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,layer_balanced,0.01,accuracy,1337,low_minus_high,0.8073394495412844,0.8096330275229358,-0.002293577981651307,1,1,positive_means_high_pruning_is_more_harmful
sst2,direct,magnitude,positive,layer_balanced,0.01,accuracy,1337,random_minus_high,0.8073394495412843,0.8096330275229358,-0.002293577981651418,20,1,positive_means_high_pruning_is_more_harmful
