task,route,estimator,score_type,balance,mode,fraction,metric,training_seed_n,mask_row_n,seeds,value_n,value_mean,value_std,value_ci_low,value_ci_high
sst2,direct,magnitude,positive,global,low,0.05,accuracy,3,3,1234;1337;2027,3,0.8146024464831804,0.006520918237473971,0.8073394495412844,0.819954128440367
sst2,direct,magnitude,positive,global,low,0.05,ece,3,3,1234;1337;2027,3,0.11272218749232649,0.008159594417747777,0.10497308981778541,0.12123813644001169
sst2,direct,magnitude,positive,global,low,0.05,nll,3,3,1234;1337;2027,3,0.5439146230116897,0.01672332699783417,0.5262911775653515,0.5595623016904253
sst2,direct,magnitude,positive,global,low,0.1,accuracy,3,3,1234;1337;2027,3,0.8146024464831804,0.006520918237473971,0.8073394495412844,0.819954128440367
sst2,direct,magnitude,positive,global,low,0.1,ece,3,3,1234;1337;2027,3,0.11276430504017314,0.008950214766897778,0.10475054398788597,0.12242282866556042
sst2,direct,magnitude,positive,global,low,0.1,nll,3,3,1234;1337;2027,3,0.543760379018769,0.016724633063900155,0.5261788164530325,0.5594706866172475
sst2,direct,magnitude,positive,global,low,0.2,accuracy,3,3,1234;1337;2027,3,0.8157492354740062,0.007635697383577272,0.8073394495412844,0.8222477064220183
sst2,direct,magnitude,positive,global,low,0.2,ece,3,3,1234;1337;2027,3,0.11292258794466374,0.006119184368254944,0.1064337395845365,0.11858890240963937
sst2,direct,magnitude,positive,global,low,0.2,nll,3,3,1234;1337;2027,3,0.542390577768514,0.016500602100776425,0.5241245561099928,0.5562176496610729
sst2,direct,magnitude,positive,global,low,0.3,accuracy,3,3,1234;1337;2027,3,0.8157492354740062,0.007635697383577272,0.8073394495412844,0.8222477064220183
sst2,direct,magnitude,positive,global,low,0.3,ece,3,3,1234;1337;2027,3,0.11453394189831474,0.005659567742121878,0.10801387207903179,0.11817767485515374
sst2,direct,magnitude,positive,global,low,0.3,nll,3,3,1234;1337;2027,3,0.5364397782889346,0.014684780567799,0.5205336854271932,0.5494810402940172
sst2,direct,magnitude,positive,layer_balanced,high,0.0,accuracy,3,3,1234;1337;2027,3,0.8146024464831804,0.006520918237473971,0.8073394495412844,0.819954128440367
sst2,direct,magnitude,positive,layer_balanced,high,0.0,ece,3,3,1234;1337;2027,3,0.11290184830907207,0.007911690067749102,0.10554803269136448,0.1212729958458999
sst2,direct,magnitude,positive,layer_balanced,high,0.0,nll,3,3,1234;1337;2027,3,0.5437913840744838,0.01670989282012893,0.5261339113936512,0.5593566448863493
sst2,direct,magnitude,positive,layer_balanced,high,0.001,accuracy,3,3,1234;1337;2027,3,0.816131498470948,0.007635697383577247,0.8073394495412844,0.8211009174311926
sst2,direct,magnitude,positive,layer_balanced,high,0.001,ece,3,3,1234;1337;2027,3,0.11074649415192384,0.008811900797717128,0.10372625133724078,0.12063523130141318
sst2,direct,magnitude,positive,layer_balanced,high,0.001,nll,3,3,1234;1337;2027,3,0.537562042132977,0.01654905778306602,0.5200644539447006,0.5529626870374067
sst2,direct,magnitude,positive,layer_balanced,high,0.005,accuracy,3,3,1234;1337;2027,3,0.8138379204892966,0.0086833460944958,0.8038990825688074,0.819954128440367
sst2,direct,magnitude,positive,layer_balanced,high,0.005,ece,3,3,1234;1337;2027,3,0.10725676284418724,0.01243412063463403,0.09579291275138102,0.12047483922113944
sst2,direct,magnitude,positive,layer_balanced,high,0.005,nll,3,3,1234;1337;2027,3,0.5201026588815068,0.01597456036990142,0.5032690837979317,0.5350508812917482
sst2,direct,magnitude,positive,layer_balanced,high,0.01,accuracy,3,3,1234;1337;2027,3,0.8153669724770642,0.005255247356600745,0.8096330275229358,0.819954128440367
sst2,direct,magnitude,positive,layer_balanced,high,0.01,ece,3,3,1234;1337;2027,3,0.09943441744140585,0.002260954601604526,0.09723835147338056,0.1017551058996129
