double_score_sum,endpoint_data_cursor,endpoint_target_tokens,experiment_id,importance_finalized_step,integration_rule,phase,raw_score_sum,step,u_stat_negative_sum,u_stat_positive_sum,u_stat_sum,u_stat_unclipped_sum,clip_factor,data_cursor,double_half_microbatch_count,double_sampling_active,elapsed_seconds,gradient_norm,learning_rate,loss,max_memory_gib,target_tokens,tokens_per_second,tokens_seen
,,,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,133.0,trapezoid,,5.47928502793657e-05,134.0,-6.824103390529537e-06,6.049522540955976e-05,5.3671123088974704e-05,5.3671123088974704e-05,1.0,137216.0,,False,20.705150124000284,0.5347259044647217,0.0005104826095405165,5.7602215856313705,54.14006042480469,2097152.0,101286.49091846455,281018368.0
,,,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,134.0,trapezoid,,5.218785821156646e-05,135.0,-2.8420887487412907e-06,5.37993605510545e-05,5.0957277502303167e-05,5.0957277502303167e-05,1.0,138240.0,,False,21.303377748999992,0.3661707937717438,0.0005091539731018899,5.765077982097864,54.14006042480469,2097152.0,98442.2294299524,283115520.0
,,,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,135.0,trapezoid,,5.0463546824752736e-05,136.0,-1.2347459363757328e-06,5.053575942048916e-05,4.9301012555222345e-05,4.9301012555222345e-05,1.0,139264.0,,False,20.227706449000834,0.3725578188896179,0.0005078173060528798,5.744764603674412,54.14006042480469,2097152.0,103677.20162873883,285212672.0
,,,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,136.0,trapezoid,,1.849873955475992e-05,137.0,-4.3315388148581786e-06,2.170581146572828e-05,1.7374273173696025e-05,1.7374273173696025e-05,1.0,140288.0,,False,21.13692393600104,0.3664332926273346,0.000506472659715735,5.759207397699356,54.14006042480469,2097152.0,99217.46448772842,287309824.0
,,,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,137.0,trapezoid,,4.2269176255327334e-05,138.0,-1.1403026860365602e-06,4.228700878408653e-05,4.1146706871872385e-05,4.1146706871872385e-05,1.0,141312.0,,False,20.444980324000426,0.32758474349975586,0.0005051200857190747,5.704698823392391,54.14006042480469,2097152.0,102575.39830146702,289406976.0
,,,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,138.0,trapezoid,,2.159151013715263e-05,139.0,-2.023898378883523e-06,2.240165321052215e-05,2.0377755471940456e-05,2.0377755471940456e-05,1.0,142336.0,,False,20.177806996000072,0.33511677384376526,0.000503759635995906,5.700441528111696,54.14006042480469,2097152.0,103933.59399342688,291504128.0
,,,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,139.0,trapezoid,,2.759592712349814e-05,140.0,-1.2204900691589922e-06,2.759117022513996e-05,2.63706802266484e-05,2.63706802266484e-05,1.0,143360.0,,False,20.668891765000808,0.3050694465637207,0.0005023913627816302,5.728517826646566,54.14006042480469,2097152.0,101464.17252768065,293601280.0
,,,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,140.0,trapezoid,,3.127166390282446e-05,141.0,-1.2241351952478738e-06,3.13836515140227e-05,3.015951795632462e-05,3.015951795632462e-05,1.0,144384.0,,False,20.167747421999593,0.3045004904270172,0.0005010153186120367,5.721875086426735,54.14006042480469,2097152.0,103985.43556294059,295698432.0
,,,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,141.0,trapezoid,,1.8706370911389554e-05,142.0,-1.4230868024419328e-06,1.89955079441511e-05,1.7572421138811745e-05,1.7572421138811745e-05,1.0,145408.0,,False,20.474409571999786,0.25242286920547485,0.0004996315563212859,5.730874475091696,54.14006042480469,2097152.0,102427.95977218336,297795584.0
,,,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,142.0,trapezoid,,2.2124276964179124e-05,143.0,-1.4807554082402934e-06,2.259399836919418e-05,2.1113243133245863e-05,2.1113243133245863e-05,1.0,146432.0,,False,20.87859277899952,0.3208030164241791,0.0004982401290398809,5.693331841379404,54.14006042480469,2097152.0,100445.08373712788,299892736.0
,,,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,143.0,trapezoid,,1.6734090719379077e-05,144.0,-1.9183776834674586e-06,1.7517517894517082e-05,1.5599141310574174e-05,1.5599141310574174e-05,1.0,147456.0,,False,20.893369293000433,0.2637523412704468,0.0004968410901926276,5.7136958837509155,54.14006042480469,2097152.0,100374.04549694026,301989888.0
,,,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,144.0,trapezoid,,1.9772375121407393e-05,145.0,-1.0137869111012882e-06,1.9734935271097098e-05,1.872114966334007e-05,1.872114966334007e-05,1.0,148480.0,,False,20.630369045999032,0.2532561123371124,0.0004954344934965828,5.6850059404969215,54.14006042480469,2097152.0,101653.63476164828,304087040.0
,,,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,145.0,trapezoid,,1.8120909151098097e-05,146.0,-1.1151005150933108e-06,1.7945295926871663e-05,1.6830194968753612e-05,1.6830194968753612e-05,1.0,149504.0,,False,20.113448991998666,0.23254476487636566,0.0004940203929589923,5.686977654695511,54.14006042480469,2097152.0,104266.15548801543,306184192.0
,,,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,146.0,trapezoid,,1.020648510054352e-05,147.0,-1.3443252693870738e-06,1.0498845692243075e-05,9.154520181205552e-06,9.154520181205552e-06,1.0,150528.0,,False,20.95947116000025,0.2246091067790985,0.0004925988428752172,5.665026199072599,54.14006042480469,2097152.0,100057.48637409681,308281344.0
,,,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,147.0,trapezoid,,1.1352001251461671e-05,148.0,-1.918985784226876e-06,1.2132908499778647e-05,1.0213922323483449e-05,1.0213922323483449e-05,1.0,151552.0,,False,21.13897165799972,0.27793434262275696,0.0004911698978266488,5.642154157161713,54.14006042480469,2097152.0,99207.85333975151,310378496.0
,,,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,148.0,trapezoid,,1.1389699990154703e-05,149.0,-2.328918445905926e-06,1.2568503846070028e-05,1.0239585694210573e-05,1.0239585694210573e-05,1.0,152576.0,,False,20.57497249500011,0.27256590127944946,0.0004897336126786131,5.6132062785327435,54.14006042480469,2097152.0,101927.32945376357,312475648.0
,,,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,149.0,trapezoid,,7.898580932073386e-06,150.0,-2.9330495030861943e-06,9.670994544777947e-06,6.737945098703874e-06,6.737945098703874e-06,1.0,153600.0,,False,20.68969902400022,0.3020331561565399,0.0004882900425782645,5.63188062608242,54.14006042480469,2097152.0,101362.13183030293,314572800.0
,,,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,150.0,trapezoid,,1.3874853366944474e-05,151.0,-2.7787492095530594e-06,1.5568157018759632e-05,1.2789408536903989e-05,1.2789408536903989e-05,1.0,154624.0,,False,20.327723070999127,0.3107818067073822,0.0004868392429524682,5.585111740976572,54.14006042480469,2097152.0,103167.08825062339,316669952.0
,,,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,151.0,trapezoid,,4.191134046754343e-06,152.0,-6.573006212214072e-06,9.52700624134821e-06,2.954000594250234e-06,2.954000594250234e-06,1.0,155648.0,,False,21.38050098700114,0.40950143337249756,0.00048538126950567137,5.5854811668396,54.14006042480469,2097152.0,98087.13094585673,318767104.0
,,,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,152.0,trapezoid,,9.197756320073153e-06,153.0,-6.908924952295226e-06,1.4918483180480918e-05,8.009557995856563e-06,8.009557995856563e-06,1.0,156672.0,,False,20.85115093100103,0.4557228982448578,0.00048391617821776583,5.6180574633181095,54.14006042480469,2097152.0,100577.27781740819,320864256.0
,,,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,153.0,trapezoid,,1.6276679012039268e-05,154.0,-8.394880987101089e-06,2.3524510254141484e-05,1.5129629747444306e-05,1.5129629747444306e-05,1.0,157696.0,,False,20.393518040000345,0.5016189217567444,0.0004824440253419372,5.584075413644314,54.14006042480469,2097152.0,102834.24350259699,322961408.0
,,,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,154.0,trapezoid,,1.3522597934317697e-05,155.0,-1.3235485339973402e-05,2.5527249466229807e-05,1.2291763994340225e-05,1.2291763994340225e-05,1.0,158720.0,,False,21.07175233899943,0.5987051725387573,0.0004809648674025058,5.6385639272630215,54.14006042480469,2097152.0,99524.32841186196,325058560.0
,,,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,155.0,trapezoid,,2.8663482515636773e-05,156.0,-9.107185168059223e-06,3.6646000366458154e-05,2.7538815431496326e-05,2.7538815431496326e-05,1.0,159744.0,,False,20.14094500200008,0.5858264565467834,0.0004794787611927562,5.611773282289505,54.14006042480469,2097152.0,104123.81344528492,327155712.0
,,,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,156.0,trapezoid,,3.201919857432657e-05,157.0,-1.640128275588043e-05,4.7327960571517946e-05,3.092667995906358e-05,3.092667995906358e-05,1.0,160768.0,,False,21.234121505000076,0.7139595150947571,0.00047798576377275657,5.5712167508900166,54.14006042480469,2097152.0,98763.30412379792,329252864.0
,,,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,157.0,trapezoid,,3.742735926232435e-05,158.0,-1.603027643136065e-05,5.2282317107771314e-05,3.6252042490633046e-05,3.6252042490633046e-05,1.0,161792.0,,False,20.607165677998637,0.7497937083244324,0.00047648593246716773,5.613717399537563,54.14006042480469,2097152.0,101768.09527178387,331350016.0
,,,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,158.0,trapezoid,,0.0001109257502282246,159.0,-3.3415257219334554e-06,0.00011298764756259572,0.00010964612336208934,0.00010964612336208934,1.0,162816.0,,False,20.905030349998924,0.4829160273075104,0.00047497932486304244,5.541085183620453,54.14006042480469,2097152.0,100318.05574489912,333447168.0
,,,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,159.0,trapezoid,,6.364005500654468e-05,160.0,-3.091811447643658e-06,6.55612925697241e-05,6.246948427064691e-05,6.246948427064691e-05,1.0,163840.0,,False,21.04971938900053,0.4344586133956909,0.0004734659988076139,5.584857385605574,54.14006042480469,2097152.0,99628.50151322495,335544320.0
,,,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,160.0,trapezoid,,4.585439531992058e-05,161.0,-2.6827550797430336e-06,4.739792476211174e-05,4.471517055526508e-05,4.471517055526508e-05,1.0,164864.0,,False,20.49082638300024,0.38198646903038025,0.0004719460124060748,5.585058089345694,54.14006042480469,2097152.0,102345.89668574107,337641472.0
,,,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,161.0,trapezoid,,4.5462390823786114e-05,162.0,-1.431103659978476e-06,4.5603785214579085e-05,4.417268195337776e-05,4.417268195337776e-05,1.0,165888.0,,False,21.120323100998576,0.3584141433238983,0.0004704194240193467,5.569295395165682,54.14006042480469,2097152.0,99295.4506411337,339738624.0
,,,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,162.0,trapezoid,,3.3391647216565734e-05,163.0,-1.280061509453985e-06,3.365667094414049e-05,3.237661090327998e-05,3.237661090327998e-05,1.0,166912.0,,False,21.168281602000206,0.3134633004665375,0.00046888629226183866,5.534802157431841,54.14006042480469,2097152.0,99070.48854649773,341835776.0
,,,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,163.0,trapezoid,,2.5084634008167017e-05,164.0,-1.676754831548763e-06,2.556494268337456e-05,2.388818813645749e-05,2.388818813645749e-05,1.0,167936.0,,False,21.525000667999848,0.3469238579273224,0.000467346675999197,5.518186524510384,54.14006042480469,2097152.0,97428.66132021691,343932928.0
,,,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,164.0,trapezoid,,4.069978167891425e-05,165.0,-7.595086237193382e-07,4.0385557678095096e-05,3.962605125609753e-05,3.962605125609753e-05,1.0,168960.0,,False,20.81710668300002,0.2921183705329895,0.0004658006343460451,5.503456700593233,54.14006042480469,2097152.0,100741.76166434349,346030080.0
,,,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,165.0,trapezoid,,2.1201444439303274e-05,166.0,-1.3155964342190674e-06,2.1385103810389605e-05,2.006950828332965e-05,2.006950828332965e-05,1.0,169984.0,,False,20.859341585999573,0.2585912346839905,0.0004642482266637136,5.504448350518942,54.14006042480469,2097152.0,100537.78501846732,348127232.0
,,,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,166.0,trapezoid,,2.0811532212935968e-05,167.0,-1.255159468677115e-06,2.0958127607210997e-05,1.970296996835208e-05,1.970296996835208e-05,1.0,171008.0,,False,20.893390055000054,0.29645130038261414,0.0004626895125579611,5.514588084071875,54.14006042480469,2097152.0,100373.94575410824,350224384.0
,,,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,167.0,trapezoid,,2.5462799706898326e-05,168.0,-8.210420760940444e-07,2.5250693731122126e-05,2.442965269203179e-05,2.442965269203179e-05,1.0,172032.0,,False,21.097688523001125,0.256975919008255,0.00046112455187668605,5.511381331831217,54.14006042480469,2097152.0,99401.97940232375,352321536.0
,,,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,168.0,trapezoid,,1.626251730684619e-05,169.0,-1.5308271027324617e-06,1.6742362986718953e-05,1.5211536354657954e-05,1.5211536354657954e-05,1.0,173056.0,,False,21.212318022000545,0.2553088068962097,0.0004595534047076279,5.474914085119963,54.14006042480469,2097152.0,98864.8198572603,354418688.0
,,,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,169.0,trapezoid,,1.7292642598931013e-05,170.0,-1.0811616123299625e-06,1.7337503876276722e-05,1.625634281217543e-05,1.625634281217543e-05,1.0,174080.0,,False,20.925570196999615,0.24280831217765808,0.00045797613137606093,5.501445949077606,54.14006042480469,2097152.0,100219.58686223505,356515840.0
,,,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,170.0,trapezoid,,1.898677149483885e-05,171.0,-6.956701812484882e-07,1.8600716808061385e-05,1.790504689654429e-05,1.790504689654429e-05,1.0,175104.0,,False,20.46489341599954,0.2437462955713272,0.0004563927924424775,5.468670651316643,54.14006042480469,2097152.0,102475.58867618816,358612992.0
,,,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,171.0,trapezoid,,1.0290301121592543e-05,172.0,-2.3618893929379728e-06,1.1619849541641067e-05,9.257960291509867e-06,9.257960291509867e-06,1.0,176128.0,,False,21.03525808499944,0.28290560841560364,0.0004548034487002629,5.471767287701368,54.14006042480469,2097152.0,99696.99404332532,360710144.0
,,,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,172.0,trapezoid,,8.786152870430067e-06,173.0,-3.3579009540308374e-06,1.1159507416709513e-05,7.801606522911744e-06,7.801606522911744e-06,1.0,177152.0,,False,20.74324272600097,0.3326819837093353,0.0004532081611733613,5.4738339222967625,54.14006042480469,2097152.0,101100.48981740396,362807296.0
,,,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,173.0,trapezoid,,8.029748084279961e-06,174.0,-5.452032010798066e-06,1.2318611890950112e-05,6.866580201610618e-06,6.866580201610618e-06,1.0,178176.0,,False,21.016189263000342,0.40753689408302307,0.0004516069911139324,5.446771495044231,54.14006042480469,2097152.0,99787.45307990263,364904448.0
,,,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,174.0,trapezoid,,9.731262593478556e-06,175.0,-5.532247503801241e-06,1.4138741197973134e-05,8.606494092857318e-06,8.606494092857318e-06,1.0,179200.0,,False,21.292344290000983,0.4359837770462036,0.00045,5.478712398558855,54.14006042480469,2097152.0,98493.241112245,367001600.0
,,,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,175.0,trapezoid,,1.9517831128673408e-05,176.0,-4.2368076176198255e-06,2.2536532499423112e-05,1.8299726479045807e-05,1.8299726479045807e-05,1.0,180224.0,,False,20.63386974900095,0.396933913230896,0.00044838724953309093,5.446927782148123,54.14006042480469,2097152.0,101636.3883997833,369098752.0
,,,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,176.0,trapezoid,,2.139987282006109e-05,177.0,-2.217339108119727e-06,2.2462197075558132e-05,2.02448578888563e-05,2.02448578888563e-05,1.0,181248.0,,False,21.26831868299996,0.33540457487106323,0.0004467688016358666,5.426491715013981,54.14006042480469,2097152.0,98604.50331112822,371195904.0
,,,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,177.0,trapezoid,,1.372848685301728e-05,178.0,-4.179302448197985e-06,1.6779138103672347e-05,1.259983544107772e-05,1.259983544107772e-05,1.0,182272.0,,False,21.245985715999268,0.3732694387435913,0.00044514471844974524,5.412737805396318,54.14006042480469,2097152.0,98708.15259095,373293056.0
,,,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,178.0,trapezoid,,1.299547257716839e-05,179.0,-5.545723079008157e-06,1.7462898124664256e-05,1.191717589864728e-05,1.191717589864728e-05,1.0,183296.0,,False,20.997985694000818,0.42251822352409363,0.0004435150623325155,5.4093383476138115,54.14006042480469,2097152.0,99873.96079611398,375390208.0
,,,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,179.0,trapezoid,,4.6530472855351585e-06,180.0,-9.608694162145659e-06,1.307320191482747e-05,3.464508119072323e-06,3.464508119072323e-06,1.0,184320.0,,False,21.10273320700071,0.5538457036018372,0.00044187989585594303,5.428519491106272,54.14006042480469,2097152.0,99378.21700291798,377487360.0
,,,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,180.0,trapezoid,,2.3423560287004572e-05,181.0,-7.3625224919667e-06,2.9656747048814602e-05,2.2294225229568896e-05,2.2294225229568896e-05,1.0,185344.0,,False,20.450866763001613,0.5483934283256531,0.0004402392818033671,5.449712499976158,54.14006042480469,2097152.0,102545.87369343347,379584512.0
,,,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,181.0,trapezoid,,4.564018494543354e-05,182.0,-3.3509867263304717e-06,4.777099068058177e-05,4.442000593948836e-05,4.442000593948836e-05,1.0,186368.0,,False,20.97281415299949,0.41629528999328613,0.00043859328316729043,5.395355813205242,54.14006042480469,2097152.0,99993.82937840364,381681664.0
,,,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,182.0,trapezoid,,3.263539691181899e-05,183.0,-3.5683150974622456e-06,3.5104679888056656e-05,3.153636392706771e-05,3.153636392706771e-05,1.0,187392.0,,False,21.378094222000072,0.4120500087738037,0.000436941963146961,5.420170299708843,54.14006042480469,2097152.0,98098.1736829391,383778816.0
,,,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,183.0,trapezoid,,2.1575552131693904e-05,184.0,-5.339551541224188e-06,2.5713732382227905e-05,2.0374180261014535e-05,2.0374180261014535e-05,1.0,188416.0,,False,20.976157242001136,0.48368725180625916,0.00043528538514594437,5.407069489359856,54.14006042480469,2097152.0,99977.89279538841,385875968.0
,,,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,184.0,trapezoid,,3.358060860926548e-05,185.0,-3.252814980271232e-06,3.576523033241297e-05,3.251241619484785e-05,3.251241619484785e-05,1.0,189440.0,,False,21.492262020999988,0.40472254157066345,0.0004336236127696902,5.363647878170013,54.14006042480469,2097152.0,97577.07206206972,387973120.0
,,,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,185.0,trapezoid,,2.90012786194338e-05,186.0,-2.3545560489974127e-06,3.032657356027979e-05,2.7972019328283138e-05,2.7972019328283138e-05,1.0,190464.0,,False,21.08390476599925,0.3600146174430847,0.00043195670982308984,5.441237971186638,54.14006042480469,2097152.0,99466.96417363596,390070272.0
,,,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,186.0,trapezoid,,3.26365828776376e-05,187.0,-1.1023337631523196e-06,3.273368632572202e-05,3.1631353685720315e-05,3.1631353685720315e-05,1.0,191488.0,,False,21.38893755800018,0.32187482714653015,0.000430284740308026,5.343340087682009,54.14006042480469,2097152.0,98048.4418318195,392167424.0
,,,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,187.0,trapezoid,,1.5050231459657823e-05,188.0,-3.5218307671137754e-06,1.7347717984880773e-05,1.3825887837456627e-05,1.3825887837456627e-05,1.0,192512.0,,False,21.36226681199878,0.3624902665615082,0.0004286077684209162,5.378800667822361,54.14006042480469,2097152.0,98170.85510897511,394264576.0
,,,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,188.0,trapezoid,,2.5357041748119008e-05,189.0,-1.7574595843638553e-06,2.5768034911062554e-05,2.4010575524360464e-05,2.4010575524360464e-05,1.0,193536.0,,False,20.10183427499942,0.30058079957962036,0.00042692585855024737,5.3720810785889626,54.14006042480469,2097152.0,104326.39983547275,396361728.0
,,,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,189.0,trapezoid,,1.6111778528303533e-05,190.0,-2.2668348345288806e-06,1.725046615977041e-05,1.4983631817663823e-05,1.4983631817663823e-05,1.0,194560.0,,False,21.509430252999664,0.3212772011756897,0.0004252390752741035,5.353651586920023,54.14006042480469,2097152.0,97499.18874339013,398458880.0
,,,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,190.0,trapezoid,,1.068284379596076e-05,191.0,-5.443691405376469e-06,1.4988694875928132e-05,9.545003282574425e-06,9.545003282574425e-06,1.0,195584.0,,False,20.66719792999902,0.4169597327709198,0.00042354748335768664,5.3510473780334,54.14006042480469,2097152.0,101472.48829295454,400556032.0
,196608.0,2097152.0,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,192.0,trapezoid,trapezoid_endpoint,1.7411958869886432e-05,192.0,-5.5090435264904675e-06,2.1775747814704177e-05,1.626670434848841e-05,1.626670434848841e-05,,,,,,,,,,,,
,,,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,,trapezoid,,,193.0,,,,,1.0,197632.0,,False,19.413489341000968,0.4843983054161072,0.00042015013358550246,5.3548423163592815,54.14006042480469,2097152.0,108025.50552160913,404750336.0
,,,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,193.0,trapezoid,,3.789328108291801e-05,194.0,-1.5435835526694114e-06,3.8196149804811674e-05,3.665256696319674e-05,3.665256696319674e-05,1.0,198656.0,,False,21.02695704100006,0.2933342158794403,0.00041844450617331205,5.331842567771673,54.14006042480469,2097152.0,99736.35252646418,406847488.0
,,,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,194.0,trapezoid,,2.074128332908015e-05,195.0,-1.5177820190904676e-06,2.1151263424765143e-05,1.9633481650849216e-05,1.9633481650849216e-05,1.0,199680.0,,False,21.52906926000105,0.34281229972839355,0.00041673433100299366,5.324644964188337,54.14006042480469,2097152.0,97410.24912285955,408944640.0
,,,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,195.0,trapezoid,,1.545627861976014e-05,196.0,-3.3095397869763524e-06,1.7591560919075905e-05,1.4282021448321428e-05,1.4282021448321428e-05,1.0,200704.0,,False,20.907092235000164,0.35986649990081787,0.0004150196737378971,5.328835494816303,54.14006042480469,2097152.0,100308.16224597688,411041792.0
,,,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,196.0,trapezoid,,2.199507562741787e-05,197.0,-1.5578095355771489e-06,2.2534131309127903e-05,2.0976322332194597e-05,2.0976322332194597e-05,1.0,201728.0,,False,21.32063309300065,0.2997627258300781,0.0004133006002134652,5.317112300544977,54.14006042480469,2097152.0,98362.55756816498,413138944.0
,,,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,197.0,trapezoid,,1.6661487275710513e-05,198.0,-1.8079373166348355e-06,1.7339163158110182e-05,1.5531226533138653e-05,1.5531226533138653e-05,1.0,202752.0,,False,20.617415777998758,0.320405513048172,0.00041157717643470603,5.299004074186087,54.14006042480469,2097152.0,101717.5005141969,415236096.0
,,,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,198.0,trapezoid,,1.3401445059586098e-05,199.0,-2.036174666437962e-06,1.4352569016648498e-05,1.2316394047848234e-05,1.2316394047848234e-05,1.0,203776.0,,False,21.85475632500129,0.32192090153694153,0.0004098494685736587,5.2883613631129265,54.14006042480469,2097152.0,95958.6082230032,417333248.0
,,,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,199.0,trapezoid,,1.6104512222423623e-05,200.0,-2.090418660274148e-06,1.7141988911947154e-05,1.5051571173527178e-05,1.5051571173527178e-05,1.0,204800.0,,False,20.747228103000452,0.297707200050354,0.0004081175429668527,5.322398141026497,54.14006042480469,2097152.0,101081.06921987863,419430400.0
,,,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,200.0,trapezoid,,1.3231451239003461e-05,201.0,-1.5333599509732843e-06,1.3724031470395415e-05,1.219067163943724e-05,1.219067163943724e-05,1.0,205824.0,,False,21.444386197999847,0.27147388458251953,0.0004063814661127606,5.266645349562168,54.14006042480469,2097152.0,97794.9184759415,421527552.0
,,,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,201.0,trapezoid,,1.4149502022813704e-05,202.0,-1.347549828983408e-06,1.4344814569133835e-05,1.2997264656427684e-05,1.2997264656427684e-05,1.0,206848.0,,False,20.641939273999014,0.26134398579597473,0.00040464130466924525,5.253434408456087,54.14006042480469,2097152.0,101596.6558259191,423624704.0
,,,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,202.0,trapezoid,,9.519579738805073e-06,203.0,-1.6407026270375165e-06,9.92552475092244e-06,8.284821794220243e-06,8.284821794220243e-06,1.0,207872.0,,False,21.529627205998622,0.25733712315559387,0.0004028971254509997,5.298464514315128,54.14006042480469,2097152.0,97407.72471042545,425721856.0
,,,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,203.0,trapezoid,,1.1785104584025735e-05,204.0,-1.644442754085429e-06,1.2281967405491923e-05,1.0637524711193738e-05,1.0637524711193738e-05,1.0,208896.0,,False,21.160423004999757,0.28008851408958435,0.0004011489954269824,5.252600513398647,54.14006042480469,2097152.0,99107.28152761822,427819008.0
,,,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,204.0,trapezoid,,9.533906471024915e-06,205.0,-2.4523294308250766e-06,1.0940177415380212e-05,8.48784794618869e-06,8.48784794618869e-06,1.0,209920.0,,False,21.039812584000174,0.3033590316772461,0.00039939698171784595,5.273989707231522,54.14006042480469,2097152.0,99675.412583988,429916160.0
,,,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,205.0,trapezoid,,7.690389156376045e-08,206.0,-8.787777930305794e-06,7.791262152228792e-06,-9.965155895802144e-07,-9.965155895802144e-07,1.0,210944.0,,False,21.17922715199893,0.5090828537940979,0.00039764115159335935,5.261213764548302,54.14006042480469,2097152.0,99019.28833140011,432013312.0
,,,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,206.0,trapezoid,,-1.2118049985841619e-05,207.0,-2.1537149937873173e-05,8.31242394117894e-06,-1.3224725290448842e-05,-1.3224725290448842e-05,1.0,211968.0,,False,20.87698932800049,0.7676044702529907,0.0003958815724698256,5.306428425014019,54.14006042480469,2097152.0,100452.79839211646,434110464.0
,,,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,207.0,trapezoid,,5.354886455380403e-05,208.0,-4.097176115784931e-06,5.63569627712035e-05,5.225978733187919e-05,5.225978733187919e-05,1.0,212992.0,,False,20.906527639999695,0.5483624339103699,0.0003941183119074932,5.3038854748010635,54.14006042480469,2097152.0,100310.87113613242,436207616.0
,,,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,208.0,trapezoid,,6.698203490150545e-05,209.0,-3.063631081709657e-06,6.874353947620981e-05,6.567991467384959e-05,6.567991467384959e-05,1.0,214016.0,,False,21.202186616999825,0.4825519919395447,0.00039235143760796184,5.2379083298146725,54.14006042480469,2097152.0,98912.0621322384,438304768.0
