task,route,seed,mask_seed,mask_id,estimator,score_type,balance,mode,fraction,metric,value
sst2,direct,1337,1339,2,random,positive,layer_balanced,random,0.0,accuracy,0.8073394495412844
sst2,direct,1337,1339,2,random,positive,layer_balanced,random,0.0,nll,0.5593566448863493
sst2,direct,1337,1339,2,random,positive,layer_balanced,random,0.0,ece,0.1212729958458999
sst2,direct,1337,1339,2,random,positive,layer_balanced,random,0.001,accuracy,0.8061926605504587
sst2,direct,1337,1339,2,random,positive,layer_balanced,random,0.001,nll,0.5588341535778221
sst2,direct,1337,1339,2,random,positive,layer_balanced,random,0.001,ece,0.12121374703346277
sst2,direct,1337,1339,2,random,positive,layer_balanced,random,0.005,accuracy,0.805045871559633
sst2,direct,1337,1339,2,random,positive,layer_balanced,random,0.005,nll,0.55480384771977
sst2,direct,1337,1339,2,random,positive,layer_balanced,random,0.005,ece,0.1223417974507266
sst2,direct,1337,1339,2,random,positive,layer_balanced,random,0.01,accuracy,0.8038990825688074
sst2,direct,1337,1339,2,random,positive,layer_balanced,random,0.01,nll,0.5510738519353604
sst2,direct,1337,1339,2,random,positive,layer_balanced,random,0.01,ece,0.1217690960204485
sst2,direct,1337,1339,2,random,positive,layer_balanced,random,0.02,accuracy,0.8027522935779816
sst2,direct,1337,1339,2,random,positive,layer_balanced,random,0.02,nll,0.5499330398139604
sst2,direct,1337,1339,2,random,positive,layer_balanced,random,0.02,ece,0.12135164283149313
sst2,direct,1337,1339,2,random,positive,layer_balanced,random,0.05,accuracy,0.8073394495412844
sst2,direct,1337,1339,2,random,positive,layer_balanced,random,0.05,nll,0.5265220586859852
sst2,direct,1337,1339,2,random,positive,layer_balanced,random,0.05,ece,0.1074840687635421
sst2,direct,1337,1339,2,random,positive,layer_balanced,random,0.1,accuracy,0.8027522935779816
sst2,direct,1337,1339,2,random,positive,layer_balanced,random,0.1,nll,0.508531420602711
sst2,direct,1337,1339,2,random,positive,layer_balanced,random,0.1,ece,0.10174389156821302
sst2,direct,1337,1339,2,random,positive,layer_balanced,random,0.2,accuracy,0.8096330275229358
sst2,direct,1337,1339,2,random,positive,layer_balanced,random,0.2,nll,0.44452270373291924
sst2,direct,1337,1339,2,random,positive,layer_balanced,random,0.2,ece,0.07141455564067178
sst2,direct,1337,1339,2,random,positive,layer_balanced,random,0.3,accuracy,0.8188073394495413
sst2,direct,1337,1339,2,random,positive,layer_balanced,random,0.3,nll,0.4162774031315375
sst2,direct,1337,1339,2,random,positive,layer_balanced,random,0.3,ece,0.03531444364776126
sst2,direct,1337,1340,3,random,positive,layer_balanced,random,0.0,accuracy,0.8073394495412844
sst2,direct,1337,1340,3,random,positive,layer_balanced,random,0.0,nll,0.5593566448863493
sst2,direct,1337,1340,3,random,positive,layer_balanced,random,0.0,ece,0.1212729958458999
sst2,direct,1337,1340,3,random,positive,layer_balanced,random,0.001,accuracy,0.8073394495412844
sst2,direct,1337,1340,3,random,positive,layer_balanced,random,0.001,nll,0.5584227374387444
sst2,direct,1337,1340,3,random,positive,layer_balanced,random,0.001,ece,0.12012233792286564
sst2,direct,1337,1340,3,random,positive,layer_balanced,random,0.005,accuracy,0.8073394495412844
sst2,direct,1337,1340,3,random,positive,layer_balanced,random,0.005,nll,0.5557664034016635
sst2,direct,1337,1340,3,random,positive,layer_balanced,random,0.005,ece,0.11876782055326562
sst2,direct,1337,1340,3,random,positive,layer_balanced,random,0.01,accuracy,0.8073394495412844
sst2,direct,1337,1340,3,random,positive,layer_balanced,random,0.01,nll,0.552330908972189
sst2,direct,1337,1340,3,random,positive,layer_balanced,random,0.01,ece,0.12137396553097612
sst2,direct,1337,1340,3,random,positive,layer_balanced,random,0.02,accuracy,0.8061926605504587
sst2,direct,1337,1340,3,random,positive,layer_balanced,random,0.02,nll,0.5492178075904146
sst2,direct,1337,1340,3,random,positive,layer_balanced,random,0.02,ece,0.11994408365977072
sst2,direct,1337,1340,3,random,positive,layer_balanced,random,0.05,accuracy,0.805045871559633
sst2,direct,1337,1340,3,random,positive,layer_balanced,random,0.05,nll,0.5295458487961271
sst2,direct,1337,1340,3,random,positive,layer_balanced,random,0.05,ece,0.10965962691860587
sst2,direct,1337,1340,3,random,positive,layer_balanced,random,0.1,accuracy,0.8096330275229358
sst2,direct,1337,1340,3,random,positive,layer_balanced,random,0.1,nll,0.4956366080756581
sst2,direct,1337,1340,3,random,positive,layer_balanced,random,0.1,ece,0.09951180883135358
sst2,direct,1337,1340,3,random,positive,layer_balanced,random,0.2,accuracy,0.8061926605504587
sst2,direct,1337,1340,3,random,positive,layer_balanced,random,0.2,nll,0.4389502359639614
sst2,direct,1337,1340,3,random,positive,layer_balanced,random,0.2,ece,0.06697841122680526
sst2,direct,1337,1340,3,random,positive,layer_balanced,random,0.3,accuracy,0.8073394495412844
sst2,direct,1337,1340,3,random,positive,layer_balanced,random,0.3,nll,0.40753323878716985
sst2,direct,1337,1340,3,random,positive,layer_balanced,random,0.3,ece,0.02379873067742777
sst2,direct,1337,1341,4,random,positive,layer_balanced,random,0.0,accuracy,0.8073394495412844
sst2,direct,1337,1341,4,random,positive,layer_balanced,random,0.0,nll,0.5593566448863493
sst2,direct,1337,1341,4,random,positive,layer_balanced,random,0.0,ece,0.1212729958458999
sst2,direct,1337,1341,4,random,positive,layer_balanced,random,0.001,accuracy,0.8084862385321101
sst2,direct,1337,1341,4,random,positive,layer_balanced,random,0.001,nll,0.558157041532184
sst2,direct,1337,1341,4,random,positive,layer_balanced,random,0.001,ece,0.12035040167169475
sst2,direct,1337,1341,4,random,positive,layer_balanced,random,0.005,accuracy,0.8073394495412844
sst2,direct,1337,1341,4,random,positive,layer_balanced,random,0.005,nll,0.5554189241807396
sst2,direct,1337,1341,4,random,positive,layer_balanced,random,0.005,ece,0.11977500646710926
sst2,direct,1337,1341,4,random,positive,layer_balanced,random,0.01,accuracy,0.8073394495412844
sst2,direct,1337,1341,4,random,positive,layer_balanced,random,0.01,nll,0.5528286599784816
sst2,direct,1337,1341,4,random,positive,layer_balanced,random,0.01,ece,0.11961417238950667
sst2,direct,1337,1341,4,random,positive,layer_balanced,random,0.02,accuracy,0.805045871559633
sst2,direct,1337,1341,4,random,positive,layer_balanced,random,0.02,nll,0.5441600242885974
sst2,direct,1337,1341,4,random,positive,layer_balanced,random,0.02,ece,0.11967756165626442
sst2,direct,1337,1341,4,random,positive,layer_balanced,random,0.05,accuracy,0.805045871559633
sst2,direct,1337,1341,4,random,positive,layer_balanced,random,0.05,nll,0.5142025474561464
sst2,direct,1337,1341,4,random,positive,layer_balanced,random,0.05,ece,0.11139643652530866
sst2,direct,1337,1341,4,random,positive,layer_balanced,random,0.1,accuracy,0.8142201834862385
sst2,direct,1337,1341,4,random,positive,layer_balanced,random,0.1,nll,0.48911434357319405
sst2,direct,1337,1341,4,random,positive,layer_balanced,random,0.1,ece,0.1048392884710006
sst2,direct,1337,1341,4,random,positive,layer_balanced,random,0.2,accuracy,0.8142201834862385
sst2,direct,1337,1341,4,random,positive,layer_balanced,random,0.2,nll,0.4393888140490296
sst2,direct,1337,1341,4,random,positive,layer_balanced,random,0.2,ece,0.0721864191255408
sst2,direct,1337,1341,4,random,positive,layer_balanced,random,0.3,accuracy,0.8176605504587156
sst2,direct,1337,1341,4,random,positive,layer_balanced,random,0.3,nll,0.4081731096867028
sst2,direct,1337,1341,4,random,positive,layer_balanced,random,0.3,ece,0.030660571285364924
sst2,direct,1337,1342,5,random,positive,layer_balanced,random,0.0,accuracy,0.8073394495412844
sst2,direct,1337,1342,5,random,positive,layer_balanced,random,0.0,nll,0.5593566448863493
sst2,direct,1337,1342,5,random,positive,layer_balanced,random,0.0,ece,0.1212729958458999
sst2,direct,1337,1342,5,random,positive,layer_balanced,random,0.001,accuracy,0.8084862385321101
sst2,direct,1337,1342,5,random,positive,layer_balanced,random,0.001,nll,0.559837955947316
sst2,direct,1337,1342,5,random,positive,layer_balanced,random,0.001,ece,0.12056951408300087
sst2,direct,1337,1342,5,random,positive,layer_balanced,random,0.005,accuracy,0.8073394495412844
sst2,direct,1337,1342,5,random,positive,layer_balanced,random,0.005,nll,0.557878289200844
sst2,direct,1337,1342,5,random,positive,layer_balanced,random,0.005,ece,0.11981797425198626
sst2,direct,1337,1342,5,random,positive,layer_balanced,random,0.01,accuracy,0.8061926605504587
sst2,direct,1337,1342,5,random,positive,layer_balanced,random,0.01,nll,0.5541186827585238
sst2,direct,1337,1342,5,random,positive,layer_balanced,random,0.01,ece,0.12727212382527658
sst2,direct,1337,1342,5,random,positive,layer_balanced,random,0.02,accuracy,0.8073394495412844
sst2,direct,1337,1342,5,random,positive,layer_balanced,random,0.02,nll,0.5399513312982857
sst2,direct,1337,1342,5,random,positive,layer_balanced,random,0.02,ece,0.11912710368929469
sst2,direct,1337,1342,5,random,positive,layer_balanced,random,0.05,accuracy,0.8073394495412844
sst2,direct,1337,1342,5,random,positive,layer_balanced,random,0.05,nll,0.5249492066715835
sst2,direct,1337,1342,5,random,positive,layer_balanced,random,0.05,ece,0.11388216936482648
sst2,direct,1337,1342,5,random,positive,layer_balanced,random,0.1,accuracy,0.7981651376146789
sst2,direct,1337,1342,5,random,positive,layer_balanced,random,0.1,nll,0.48950161190207947
sst2,direct,1337,1342,5,random,positive,layer_balanced,random,0.1,ece,0.10959555154474712
sst2,direct,1337,1342,5,random,positive,layer_balanced,random,0.2,accuracy,0.8142201834862385
sst2,direct,1337,1342,5,random,positive,layer_balanced,random,0.2,nll,0.4429712216241644
sst2,direct,1337,1342,5,random,positive,layer_balanced,random,0.2,ece,0.07557430091035336
sst2,direct,1337,1342,5,random,positive,layer_balanced,random,0.3,accuracy,0.8107798165137615
sst2,direct,1337,1342,5,random,positive,layer_balanced,random,0.3,nll,0.43069044220338176
sst2,direct,1337,1342,5,random,positive,layer_balanced,random,0.3,ece,0.041929395366153255
sst2,direct,1337,1343,6,random,positive,layer_balanced,random,0.0,accuracy,0.8073394495412844
sst2,direct,1337,1343,6,random,positive,layer_balanced,random,0.0,nll,0.5593566448863493
sst2,direct,1337,1343,6,random,positive,layer_balanced,random,0.0,ece,0.1212729958458999
sst2,direct,1337,1343,6,random,positive,layer_balanced,random,0.001,accuracy,0.8073394495412844
sst2,direct,1337,1343,6,random,positive,layer_balanced,random,0.001,nll,0.5575170763041994
sst2,direct,1337,1343,6,random,positive,layer_balanced,random,0.001,ece,0.11971880590762407
sst2,direct,1337,1343,6,random,positive,layer_balanced,random,0.005,accuracy,0.8084862385321101
sst2,direct,1337,1343,6,random,positive,layer_balanced,random,0.005,nll,0.5532015526513441
sst2,direct,1337,1343,6,random,positive,layer_balanced,random,0.005,ece,0.11918434857121851
sst2,direct,1337,1343,6,random,positive,layer_balanced,random,0.01,accuracy,0.8073394495412844
sst2,direct,1337,1343,6,random,positive,layer_balanced,random,0.01,nll,0.5506057739257812
sst2,direct,1337,1343,6,random,positive,layer_balanced,random,0.01,ece,0.12430328958437387
sst2,direct,1337,1343,6,random,positive,layer_balanced,random,0.02,accuracy,0.805045871559633
sst2,direct,1337,1343,6,random,positive,layer_balanced,random,0.02,nll,0.5432096429921072
sst2,direct,1337,1343,6,random,positive,layer_balanced,random,0.02,ece,0.12008163288241339
sst2,direct,1337,1343,6,random,positive,layer_balanced,random,0.05,accuracy,0.8084862385321101
sst2,direct,1337,1343,6,random,positive,layer_balanced,random,0.05,nll,0.5217813822107578
sst2,direct,1337,1343,6,random,positive,layer_balanced,random,0.05,ece,0.11349775969343379
sst2,direct,1337,1343,6,random,positive,layer_balanced,random,0.1,accuracy,0.8073394495412844
sst2,direct,1337,1343,6,random,positive,layer_balanced,random,0.1,nll,0.4934702840966916
sst2,direct,1337,1343,6,random,positive,layer_balanced,random,0.1,ece,0.10349859875561285
sst2,direct,1337,1343,6,random,positive,layer_balanced,random,0.2,accuracy,0.8096330275229358
sst2,direct,1337,1343,6,random,positive,layer_balanced,random,0.2,nll,0.44263861376211183
sst2,direct,1337,1343,6,random,positive,layer_balanced,random,0.2,ece,0.07902814074322873
sst2,direct,1337,1343,6,random,positive,layer_balanced,random,0.3,accuracy,0.8073394495412844
sst2,direct,1337,1343,6,random,positive,layer_balanced,random,0.3,nll,0.4152012404498704
sst2,direct,1337,1343,6,random,positive,layer_balanced,random,0.3,ece,0.04492822044936862
sst2,direct,1337,1344,7,random,positive,layer_balanced,random,0.0,accuracy,0.8073394495412844
sst2,direct,1337,1344,7,random,positive,layer_balanced,random,0.0,nll,0.5593566448863493
sst2,direct,1337,1344,7,random,positive,layer_balanced,random,0.0,ece,0.1212729958458999
sst2,direct,1337,1344,7,random,positive,layer_balanced,random,0.001,accuracy,0.8073394495412844
sst2,direct,1337,1344,7,random,positive,layer_balanced,random,0.001,nll,0.5600615745290703
sst2,direct,1337,1344,7,random,positive,layer_balanced,random,0.001,ece,0.1210357369652324
sst2,direct,1337,1344,7,random,positive,layer_balanced,random,0.005,accuracy,0.8061926605504587
sst2,direct,1337,1344,7,random,positive,layer_balanced,random,0.005,nll,0.5607121775456525
sst2,direct,1337,1344,7,random,positive,layer_balanced,random,0.005,ece,0.12180864537325875
sst2,direct,1337,1344,7,random,positive,layer_balanced,random,0.01,accuracy,0.805045871559633
sst2,direct,1337,1344,7,random,positive,layer_balanced,random,0.01,nll,0.5617875462278313
sst2,direct,1337,1344,7,random,positive,layer_balanced,random,0.01,ece,0.12149694904431207
sst2,direct,1337,1344,7,random,positive,layer_balanced,random,0.02,accuracy,0.8073394495412844
sst2,direct,1337,1344,7,random,positive,layer_balanced,random,0.02,nll,0.5521403717885324
sst2,direct,1337,1344,7,random,positive,layer_balanced,random,0.02,ece,0.12340099422568085
sst2,direct,1337,1344,7,random,positive,layer_balanced,random,0.05,accuracy,0.8073394495412844
sst2,direct,1337,1344,7,random,positive,layer_balanced,random,0.05,nll,0.533967768927233
sst2,direct,1337,1344,7,random,positive,layer_balanced,random,0.05,ece,0.11265526065667492
sst2,direct,1337,1344,7,random,positive,layer_balanced,random,0.1,accuracy,0.8119266055045872
sst2,direct,1337,1344,7,random,positive,layer_balanced,random,0.1,nll,0.4981503549518935
sst2,direct,1337,1344,7,random,positive,layer_balanced,random,0.1,ece,0.1039612710892992
sst2,direct,1337,1344,7,random,positive,layer_balanced,random,0.2,accuracy,0.8073394495412844
sst2,direct,1337,1344,7,random,positive,layer_balanced,random,0.2,nll,0.4593871227644999
sst2,direct,1337,1344,7,random,positive,layer_balanced,random,0.2,ece,0.06928466039133607
sst2,direct,1337,1344,7,random,positive,layer_balanced,random,0.3,accuracy,0.7752293577981652
sst2,direct,1337,1344,7,random,positive,layer_balanced,random,0.3,nll,0.5100690120950752
sst2,direct,1337,1344,7,random,positive,layer_balanced,random,0.3,ece,0.05944302266256063
sst2,direct,1337,1345,8,random,positive,layer_balanced,random,0.0,accuracy,0.8073394495412844
sst2,direct,1337,1345,8,random,positive,layer_balanced,random,0.0,nll,0.5593566448863493
sst2,direct,1337,1345,8,random,positive,layer_balanced,random,0.0,ece,0.1212729958458999
sst2,direct,1337,1345,8,random,positive,layer_balanced,random,0.001,accuracy,0.8084862385321101
sst2,direct,1337,1345,8,random,positive,layer_balanced,random,0.001,nll,0.5592847299685172
sst2,direct,1337,1345,8,random,positive,layer_balanced,random,0.001,ece,0.1211647374560132
sst2,direct,1337,1345,8,random,positive,layer_balanced,random,0.005,accuracy,0.8084862385321101
sst2,direct,1337,1345,8,random,positive,layer_balanced,random,0.005,nll,0.556536551462401
sst2,direct,1337,1345,8,random,positive,layer_balanced,random,0.005,ece,0.11891894280184168
sst2,direct,1337,1345,8,random,positive,layer_balanced,random,0.01,accuracy,0.8061926605504587
sst2,direct,1337,1345,8,random,positive,layer_balanced,random,0.01,nll,0.555562418535215
sst2,direct,1337,1345,8,random,positive,layer_balanced,random,0.01,ece,0.11971163841047061
sst2,direct,1337,1345,8,random,positive,layer_balanced,random,0.02,accuracy,0.8084862385321101
sst2,direct,1337,1345,8,random,positive,layer_balanced,random,0.02,nll,0.5492110842958503
sst2,direct,1337,1345,8,random,positive,layer_balanced,random,0.02,ece,0.11776592423178203
sst2,direct,1337,1345,8,random,positive,layer_balanced,random,0.05,accuracy,0.8107798165137615
sst2,direct,1337,1345,8,random,positive,layer_balanced,random,0.05,nll,0.5202592195720848
sst2,direct,1337,1345,8,random,positive,layer_balanced,random,0.05,ece,0.10973406838610755
sst2,direct,1337,1345,8,random,positive,layer_balanced,random,0.1,accuracy,0.8142201834862385
sst2,direct,1337,1345,8,random,positive,layer_balanced,random,0.1,nll,0.48782897515034457
sst2,direct,1337,1345,8,random,positive,layer_balanced,random,0.1,ece,0.09923684830045165
sst2,direct,1337,1345,8,random,positive,layer_balanced,random,0.2,accuracy,0.8004587155963303
sst2,direct,1337,1345,8,random,positive,layer_balanced,random,0.2,nll,0.46977558458616975
sst2,direct,1337,1345,8,random,positive,layer_balanced,random,0.2,ece,0.07567704767742273
sst2,direct,1337,1345,8,random,positive,layer_balanced,random,0.3,accuracy,0.805045871559633
sst2,direct,1337,1345,8,random,positive,layer_balanced,random,0.3,nll,0.43141873659343893
sst2,direct,1337,1345,8,random,positive,layer_balanced,random,0.3,ece,0.02915791955690139
sst2,direct,1337,1346,9,random,positive,layer_balanced,random,0.0,accuracy,0.8073394495412844
sst2,direct,1337,1346,9,random,positive,layer_balanced,random,0.0,nll,0.5593566448863493
sst2,direct,1337,1346,9,random,positive,layer_balanced,random,0.0,ece,0.1212729958458999
sst2,direct,1337,1346,9,random,positive,layer_balanced,random,0.001,accuracy,0.8073394495412844
sst2,direct,1337,1346,9,random,positive,layer_balanced,random,0.001,nll,0.5590384063917563
sst2,direct,1337,1346,9,random,positive,layer_balanced,random,0.001,ece,0.11997717759819648
sst2,direct,1337,1346,9,random,positive,layer_balanced,random,0.005,accuracy,0.8084862385321101
sst2,direct,1337,1346,9,random,positive,layer_balanced,random,0.005,nll,0.5523872225109591
sst2,direct,1337,1346,9,random,positive,layer_balanced,random,0.005,ece,0.12247077564497061
sst2,direct,1337,1346,9,random,positive,layer_balanced,random,0.01,accuracy,0.8107798165137615
sst2,direct,1337,1346,9,random,positive,layer_balanced,random,0.01,nll,0.5488871655879765
sst2,direct,1337,1346,9,random,positive,layer_balanced,random,0.01,ece,0.12104196938384715
sst2,direct,1337,1346,9,random,positive,layer_balanced,random,0.02,accuracy,0.8027522935779816
sst2,direct,1337,1346,9,random,positive,layer_balanced,random,0.02,nll,0.5435513104867498
sst2,direct,1337,1346,9,random,positive,layer_balanced,random,0.02,ece,0.11772351289975447
sst2,direct,1337,1346,9,random,positive,layer_balanced,random,0.05,accuracy,0.8073394495412844
sst2,direct,1337,1346,9,random,positive,layer_balanced,random,0.05,nll,0.5232660103281703
sst2,direct,1337,1346,9,random,positive,layer_balanced,random,0.05,ece,0.10789265981914142
sst2,direct,1337,1346,9,random,positive,layer_balanced,random,0.1,accuracy,0.8096330275229358
sst2,direct,1337,1346,9,random,positive,layer_balanced,random,0.1,nll,0.48120997805114185
sst2,direct,1337,1346,9,random,positive,layer_balanced,random,0.1,ece,0.0938879380168264
sst2,direct,1337,1346,9,random,positive,layer_balanced,random,0.2,accuracy,0.8061926605504587
sst2,direct,1337,1346,9,random,positive,layer_balanced,random,0.2,nll,0.4374814514720112
sst2,direct,1337,1346,9,random,positive,layer_balanced,random,0.2,ece,0.06869328820541787
sst2,direct,1337,1346,9,random,positive,layer_balanced,random,0.3,accuracy,0.8073394495412844
sst2,direct,1337,1346,9,random,positive,layer_balanced,random,0.3,nll,0.410707150850821
sst2,direct,1337,1346,9,random,positive,layer_balanced,random,0.3,ece,0.028366285191328278
sst2,direct,1337,1347,10,random,positive,layer_balanced,random,0.0,accuracy,0.8073394495412844
sst2,direct,1337,1347,10,random,positive,layer_balanced,random,0.0,nll,0.5593566448863493
sst2,direct,1337,1347,10,random,positive,layer_balanced,random,0.0,ece,0.1212729958458999
sst2,direct,1337,1347,10,random,positive,layer_balanced,random,0.001,accuracy,0.8084862385321101
sst2,direct,1337,1347,10,random,positive,layer_balanced,random,0.001,nll,0.5594205208327792
sst2,direct,1337,1347,10,random,positive,layer_balanced,random,0.001,ece,0.12121066421436644
sst2,direct,1337,1347,10,random,positive,layer_balanced,random,0.005,accuracy,0.8084862385321101
sst2,direct,1337,1347,10,random,positive,layer_balanced,random,0.005,nll,0.5537795342436624
sst2,direct,1337,1347,10,random,positive,layer_balanced,random,0.005,ece,0.12225918707116712
sst2,direct,1337,1347,10,random,positive,layer_balanced,random,0.01,accuracy,0.8073394495412844
sst2,direct,1337,1347,10,random,positive,layer_balanced,random,0.01,nll,0.5476136732538905
sst2,direct,1337,1347,10,random,positive,layer_balanced,random,0.01,ece,0.12039413087510781
sst2,direct,1337,1347,10,random,positive,layer_balanced,random,0.02,accuracy,0.8084862385321101
sst2,direct,1337,1347,10,random,positive,layer_balanced,random,0.02,nll,0.539100838910549
sst2,direct,1337,1347,10,random,positive,layer_balanced,random,0.02,ece,0.12029611274561924
sst2,direct,1337,1347,10,random,positive,layer_balanced,random,0.05,accuracy,0.8073394495412844
sst2,direct,1337,1347,10,random,positive,layer_balanced,random,0.05,nll,0.5220114025500936
sst2,direct,1337,1347,10,random,positive,layer_balanced,random,0.05,ece,0.11267839421366632
sst2,direct,1337,1347,10,random,positive,layer_balanced,random,0.1,accuracy,0.8107798165137615
sst2,direct,1337,1347,10,random,positive,layer_balanced,random,0.1,nll,0.4934396560585827
sst2,direct,1337,1347,10,random,positive,layer_balanced,random,0.1,ece,0.10165551986233945
sst2,direct,1337,1347,10,random,positive,layer_balanced,random,0.2,accuracy,0.8061926605504587
sst2,direct,1337,1347,10,random,positive,layer_balanced,random,0.2,nll,0.43945466077655826
sst2,direct,1337,1347,10,random,positive,layer_balanced,random,0.2,ece,0.08025046648673678
sst2,direct,1337,1347,10,random,positive,layer_balanced,random,0.3,accuracy,0.8119266055045872
sst2,direct,1337,1347,10,random,positive,layer_balanced,random,0.3,nll,0.42358970915505645
sst2,direct,1337,1347,10,random,positive,layer_balanced,random,0.3,ece,0.02829916052424064
sst2,direct,1337,1348,11,random,positive,layer_balanced,random,0.0,accuracy,0.8073394495412844
sst2,direct,1337,1348,11,random,positive,layer_balanced,random,0.0,nll,0.5593566448863493
sst2,direct,1337,1348,11,random,positive,layer_balanced,random,0.0,ece,0.1212729958458999
sst2,direct,1337,1348,11,random,positive,layer_balanced,random,0.001,accuracy,0.8084862385321101
sst2,direct,1337,1348,11,random,positive,layer_balanced,random,0.001,nll,0.5582243718138529
sst2,direct,1337,1348,11,random,positive,layer_balanced,random,0.001,ece,0.12170953423245523
sst2,direct,1337,1348,11,random,positive,layer_balanced,random,0.005,accuracy,0.8107798165137615
sst2,direct,1337,1348,11,random,positive,layer_balanced,random,0.005,nll,0.555546475112985
sst2,direct,1337,1348,11,random,positive,layer_balanced,random,0.005,ece,0.12445826641250446
sst2,direct,1337,1348,11,random,positive,layer_balanced,random,0.01,accuracy,0.8084862385321101
sst2,direct,1337,1348,11,random,positive,layer_balanced,random,0.01,nll,0.5535905897070509
sst2,direct,1337,1348,11,random,positive,layer_balanced,random,0.01,ece,0.12130471102236817
sst2,direct,1337,1348,11,random,positive,layer_balanced,random,0.02,accuracy,0.8073394495412844
sst2,direct,1337,1348,11,random,positive,layer_balanced,random,0.02,nll,0.5468727820510164
sst2,direct,1337,1348,11,random,positive,layer_balanced,random,0.02,ece,0.11864165487113798
sst2,direct,1337,1348,11,random,positive,layer_balanced,random,0.05,accuracy,0.8027522935779816
sst2,direct,1337,1348,11,random,positive,layer_balanced,random,0.05,nll,0.5276510915078154
sst2,direct,1337,1348,11,random,positive,layer_balanced,random,0.05,ece,0.11637705847081314
sst2,direct,1337,1348,11,random,positive,layer_balanced,random,0.1,accuracy,0.8038990825688074
sst2,direct,1337,1348,11,random,positive,layer_balanced,random,0.1,nll,0.4929307343762949
sst2,direct,1337,1348,11,random,positive,layer_balanced,random,0.1,ece,0.10521114431004233
sst2,direct,1337,1348,11,random,positive,layer_balanced,random,0.2,accuracy,0.8119266055045872
sst2,direct,1337,1348,11,random,positive,layer_balanced,random,0.2,nll,0.48029153144687686
sst2,direct,1337,1348,11,random,positive,layer_balanced,random,0.2,ece,0.08593234974876784
sst2,direct,1337,1348,11,random,positive,layer_balanced,random,0.3,accuracy,0.8119266055045872
sst2,direct,1337,1348,11,random,positive,layer_balanced,random,0.3,nll,0.42560081635046443
sst2,direct,1337,1348,11,random,positive,layer_balanced,random,0.3,ece,0.03455251386130387
sst2,direct,1337,1349,12,random,positive,layer_balanced,random,0.0,accuracy,0.8073394495412844
sst2,direct,1337,1349,12,random,positive,layer_balanced,random,0.0,nll,0.5593566448863493
sst2,direct,1337,1349,12,random,positive,layer_balanced,random,0.0,ece,0.1212729958458999
sst2,direct,1337,1349,12,random,positive,layer_balanced,random,0.001,accuracy,0.8084862385321101
sst2,direct,1337,1349,12,random,positive,layer_balanced,random,0.001,nll,0.55953683984389
sst2,direct,1337,1349,12,random,positive,layer_balanced,random,0.001,ece,0.12136029983374685
sst2,direct,1337,1349,12,random,positive,layer_balanced,random,0.005,accuracy,0.8073394495412844
sst2,direct,1337,1349,12,random,positive,layer_balanced,random,0.005,nll,0.5547391630093986
sst2,direct,1337,1349,12,random,positive,layer_balanced,random,0.005,ece,0.11891370491231434
sst2,direct,1337,1349,12,random,positive,layer_balanced,random,0.01,accuracy,0.8084862385321101
sst2,direct,1337,1349,12,random,positive,layer_balanced,random,0.01,nll,0.5499048626750981
sst2,direct,1337,1349,12,random,positive,layer_balanced,random,0.01,ece,0.11986293150608562
sst2,direct,1337,1349,12,random,positive,layer_balanced,random,0.02,accuracy,0.805045871559633
sst2,direct,1337,1349,12,random,positive,layer_balanced,random,0.02,nll,0.5408981097947567
sst2,direct,1337,1349,12,random,positive,layer_balanced,random,0.02,ece,0.11939353210388498
sst2,direct,1337,1349,12,random,positive,layer_balanced,random,0.05,accuracy,0.8061926605504587
sst2,direct,1337,1349,12,random,positive,layer_balanced,random,0.05,nll,0.5200666254813519
sst2,direct,1337,1349,12,random,positive,layer_balanced,random,0.05,ece,0.11258985031697821
sst2,direct,1337,1349,12,random,positive,layer_balanced,random,0.1,accuracy,0.8073394495412844
sst2,direct,1337,1349,12,random,positive,layer_balanced,random,0.1,nll,0.5015203187225061
sst2,direct,1337,1349,12,random,positive,layer_balanced,random,0.1,ece,0.10060256290706363
sst2,direct,1337,1349,12,random,positive,layer_balanced,random,0.2,accuracy,0.8107798165137615
sst2,direct,1337,1349,12,random,positive,layer_balanced,random,0.2,nll,0.466085950989242
sst2,direct,1337,1349,12,random,positive,layer_balanced,random,0.2,ece,0.07290771019070108
sst2,direct,1337,1349,12,random,positive,layer_balanced,random,0.3,accuracy,0.8061926605504587
sst2,direct,1337,1349,12,random,positive,layer_balanced,random,0.3,nll,0.4490756901032334
sst2,direct,1337,1349,12,random,positive,layer_balanced,random,0.3,ece,0.05193786777109688
sst2,direct,1337,1350,13,random,positive,layer_balanced,random,0.0,accuracy,0.8073394495412844
sst2,direct,1337,1350,13,random,positive,layer_balanced,random,0.0,nll,0.5593566448863493
sst2,direct,1337,1350,13,random,positive,layer_balanced,random,0.0,ece,0.1212729958458999
sst2,direct,1337,1350,13,random,positive,layer_balanced,random,0.001,accuracy,0.8073394495412844
sst2,direct,1337,1350,13,random,positive,layer_balanced,random,0.001,nll,0.5598733430608697
sst2,direct,1337,1350,13,random,positive,layer_balanced,random,0.001,ece,0.12008040578141299
sst2,direct,1337,1350,13,random,positive,layer_balanced,random,0.005,accuracy,0.8084862385321101
sst2,direct,1337,1350,13,random,positive,layer_balanced,random,0.005,nll,0.555755375175301
sst2,direct,1337,1350,13,random,positive,layer_balanced,random,0.005,ece,0.1224613404763728
